archetype,overall_winrate,overall_matches,overall_ci_low,overall_ci_high,url_relative
Goblin Combo (MoggWarts),0.47916666666667,48,0.33,0.63,/Pauper/goblin-combo-moggwarts
Cascade Tron,0.5531914893617,47,0.4,0.7,/Pauper/cascade-tron
Mardu Metalcraft,0.34146341463415,41,0.2,0.51,/Pauper/mardu-metalcraft
Infect,0.32432432432432,37,0.18,0.5,/Pauper/infect
Mono Black Control,0.46875,32,0.29,0.65,/Pauper/mono-black-control
Naya Initiative,0.63333333333333,30,0.44,0.8,/Pauper/naya-initiative
Turbo Fog,0.6,25,0.39,0.79,/Pauper/turbo-fog
Mono Black Pactdoll,0.5,22,0.28,0.72,/Pauper/mono-black-pactdoll
Dimir Spirits,0.5,18,0.26,0.74,/Pauper/dimir-spirits
Esper Metalcraft,0.5,18,0.26,0.74,/Pauper/esper-metalcraft
Dimir Abjure,0.55555555555556,18,0.31,0.78,/Pauper/dimir-abjure
Mono Black Tron,0.52941176470588,17,0.28,0.77,/Pauper/mono-black-tron
Grixis Control,0.375,16,0.15,0.65,/Pauper/grixis-control
Orzhov Ephemerate,0.6,15,0.32,0.84,/Pauper/orzhov-ephemerate
Dimir Exhume,0.33333333333333,15,0.12,0.62,/Pauper/dimir-exhume
Golgari Auras,0.46666666666667,15,0.21,0.73,/Pauper/golgari-auras
Mono Red Dredge,0.42857142857143,14,0.18,0.71,/Pauper/mono-red-dredge
Izzet Blitz,0.5,12,0.21,0.79,/Pauper/izzet-blitz
Mono Red Tron,0.58333333333333,12,0.28,0.85,/Pauper/mono-red-tron
Orzhov Pestilence,0.5,10,0.19,0.81,/Pauper/orzhov-pestilence
Gruul Landfall,0.1,10,0.0,0.45,/Pauper/gruul-landfall
UB Teachings,0.5,10,0.19,0.81,/Pauper/ub-teachings
Pili-Pala Combo,0.3,10,0.07,0.65,/Pauper/pili-pala-combo
Boros Metalcraft,0.7,10,0.35,0.93,/Pauper/boros-metalcraft
Goblins,0.44444444444444,9,0.14,0.79,/Pauper/goblins
Selesnya Gates,0.66666666666667,9,0.3,0.93,/Pauper/selesnya-gates
Gruul Eldrazi,0.55555555555556,9,0.21,0.86,/Pauper/gruul-eldrazi
Tireless Tribe Combo,0.625,8,0.24,0.91,/Pauper/tireless-tribe-combo
Boros Gates,0.625,8,0.24,0.91,/Pauper/boros-gates
Eldrazi Tron,0.375,8,0.09,0.76,/Pauper/eldrazi-tron
Mono Black Affinity,0.375,8,0.09,0.76,/Pauper/mono-black-affinity
Rebels,0.14285714285714,7,0.0,0.58,/Pauper/rebels
Jeskai Gates,0.57142857142857,7,0.18,0.9,/Pauper/jeskai-gates
Azorius Affinity,0.42857142857143,7,0.1,0.82,/Pauper/azorius-affinity
Zombies,0.16666666666667,6,0.0,0.64,/Pauper/zombies
Selesnya Hare,0.16666666666667,6,0.0,0.64,/Pauper/selesnya-hare
Golgari Party,0.5,6,0.12,0.88,/Pauper/golgari-party
Mono Blue Control,0.4,5,0.05,0.85,/Pauper/mono-blue-control
Simic Ponza,0.2,5,0.01,0.72,/Pauper/simic-ponza
Esper Gates,0.6,5,0.15,0.95,/Pauper/esper-gates
Evolution Tron,0.4,5,0.05,0.85,/Pauper/evolution-tron
Bant Ephemerate,0.75,4,0.19,0.99,/Pauper/bant-ephemerate
Grixis Delver,0.25,4,0.01,0.81,/Pauper/grixis-delver
Naya Auras,0.5,4,0.07,0.93,/Pauper/naya-auras
Mono Black Food,0.25,4,0.01,0.81,/Pauper/mono-black-food
Abzan Food,0.25,4,0.01,0.81,/Pauper/abzan-food
Mono Black Devotion,0.5,4,0.07,0.93,/Pauper/mono-black-devotion
Sultai Affinity,0.25,4,0.01,0.81,/Pauper/sultai-affinity
Grixis Wildfire,0.5,4,0.07,0.93,/Pauper/grixis-wildfire
Dimir Pestilence,0.25,4,0.01,0.81,/Pauper/dimir-pestilence
Golgari Sacrifice,0.66666666666667,3,0.09,0.99,/Pauper/golgari-sacrifice
Sultai Midrange,0.33333333333333,3,0.01,0.91,/Pauper/sultai-midrange
Mono Green Ramp,0.33333333333333,3,0.01,0.91,/Pauper/mono-green-ramp
Boros Aggro,0.66666666666667,3,0.09,0.99,/Pauper/boros-aggro
Grixis Terror,0.33333333333333,3,0.01,0.91,/Pauper/grixis-terror
Rakdos Vampires,0.66666666666667,3,0.09,0.99,/Pauper/rakdos-vampires
Jeskai Affinity,0.33333333333333,3,0.01,0.91,/Pauper/jeskai-affinity
Temur Dragons,0.33333333333333,3,0.01,0.91,/Pauper/temur-dragons
Sultai Bounce,0.66666666666667,3,0.09,0.99,/Pauper/sultai-bounce
Selesnya Witness,0.33333333333333,3,0.01,0.91,/Pauper/selesnya-witness
