a,b,winrate_a_vs_b,matches,ci_low,ci_high
Esper Phelia,Ruby Storm,0.2,5,0.01,0.72
Esper Phelia,Eldrazi Tron,0.6,5,0.15,0.95
Esper Phelia,Esper Reanimator,0.75,4,0.19,0.99
Esper Phelia,Golgari Yawgmoth,1.0,4,0.4,1.0
Esper Phelia,Eldrazi Ramp,0.67,6,0.22,0.96
Esper Phelia,Tameshi Belcher,0.0,3,0.0,0.71
Esper Phelia,Simic Ritual,0.43,7,0.1,0.82
Esper Phelia,Esper Phelia,0.5,4,0.07,0.93
Esper Phelia,Eldrazi Bloodchief Combo,0.5,2,0.01,0.99
Esper Phelia,Neoform,1.0,2,0.16,1.0
Esper Phelia,Azorius Control,0.5,2,0.01,0.99
Esper Phelia,Mill,0.0,1,0.0,0.98
Esper Phelia,Grixis Reanimator,1.0,1,0.02,1.0
Esper Phelia,Jeskai Control,0.0,1,0.0,0.98
Esper Phelia,Living End,0.0,1,0.0,0.98
Esper Phelia,Dimir Control,1.0,2,0.16,1.0
Esper Phelia,Eldrazi Aggro,0.0,1,0.0,0.98
Esper Phelia,Samwise Combo,1.0,1,0.02,1.0
Esper Phelia,4 Color Omnath,1.0,1,0.02,1.0
Esper Phelia,Hollow One,1.0,1,0.02,1.0
Esper Phelia,4 Color Ritual,1.0,1,0.02,1.0
Eldrazi Bloodchief Combo,Boros Energy,0.6,10,0.26,0.88
Eldrazi Bloodchief Combo,Affinity,0.82,11,0.48,0.98
Eldrazi Bloodchief Combo,Izzet Prowess,0.25,4,0.01,0.81
Eldrazi Bloodchief Combo,Domain Aggro,0.71,7,0.29,0.96
Eldrazi Bloodchief Combo,Jeskai Blink,0.5,4,0.07,0.93
Eldrazi Bloodchief Combo,Amulet Titan,0.6,5,0.15,0.95
Eldrazi Bloodchief Combo,Ruby Storm,0.25,4,0.01,0.81
Eldrazi Bloodchief Combo,Eldrazi Tron,0.4,10,0.12,0.74
Eldrazi Bloodchief Combo,Esper Reanimator,0.25,4,0.01,0.81
Eldrazi Bloodchief Combo,Golgari Yawgmoth,1.0,2,0.16,1.0
Eldrazi Bloodchief Combo,Eldrazi Ramp,0.33,3,0.01,0.91
Eldrazi Bloodchief Combo,Tameshi Belcher,0.4,5,0.05,0.85
Eldrazi Bloodchief Combo,Simic Ritual,0.8,5,0.28,0.99
Eldrazi Bloodchief Combo,Esper Phelia,0.5,2,0.01,0.99
Eldrazi Bloodchief Combo,Eldrazi Bloodchief Combo,0.5,6,0.12,0.88
Eldrazi Bloodchief Combo,Azorius Control,0.0,1,0.0,0.98
Eldrazi Bloodchief Combo,Grixis Reanimator,1.0,1,0.02,1.0
Eldrazi Bloodchief Combo,Jeskai Control,1.0,2,0.16,1.0
Eldrazi Bloodchief Combo,Living End,1.0,1,0.02,1.0
Eldrazi Bloodchief Combo,Dimir Control,1.0,1,0.02,1.0
Eldrazi Bloodchief Combo,Eldrazi Aggro,0.5,2,0.01,0.99
Eldrazi Bloodchief Combo,Samwise Combo,0.0,1,0.0,0.98
Eldrazi Bloodchief Combo,4 Color Omnath,0.0,1,0.0,0.98
Neoform,Boros Energy,0.77,13,0.46,0.95
Neoform,Affinity,0.5,10,0.19,0.81
Neoform,Izzet Prowess,0.83,6,0.36,1.0
Neoform,Domain Aggro,0.6,5,0.15,0.95
Neoform,Jeskai Blink,0.6,5,0.15,0.95
Neoform,Amulet Titan,0.75,4,0.19,0.99
Neoform,Ruby Storm,1.0,2,0.16,1.0
Neoform,Eldrazi Tron,0.67,3,0.09,0.99
Neoform,Esper Reanimator,1.0,2,0.16,1.0
Neoform,Golgari Yawgmoth,1.0,2,0.16,1.0
Neoform,Eldrazi Ramp,0.5,2,0.01,0.99
Neoform,Tameshi Belcher,0.0,5,0.0,0.52
Neoform,Simic Ritual,0.4,5,0.05,0.85
Neoform,Esper Phelia,0.0,2,0.0,0.84
Neoform,Neoform,0.5,2,0.01,0.99
Neoform,Mill,0.0,1,0.0,0.98
Neoform,Grixis Reanimator,1.0,1,0.02,1.0
Neoform,Jeskai Control,0.0,1,0.0,0.98
Neoform,Living End,0.5,2,0.01,0.99
Neoform,Eldrazi Aggro,0.67,3,0.09,0.99
Neoform,Samwise Combo,1.0,1,0.02,1.0
Neoform,4 Color Ritual,0.67,3,0.09,0.99
Neoform,Mono Black Necrodominance,0.0,2,0.0,0.84
Azorius Control,Boros Energy,0.42,12,0.15,0.72
Azorius Control,Affinity,0.8,5,0.28,0.99
Azorius Control,Izzet Prowess,0.38,8,0.09,0.76
Azorius Control,Domain Aggro,0.5,4,0.07,0.93
Azorius Control,Jeskai Blink,0.83,6,0.36,1.0
Azorius Control,Amulet Titan,0.33,3,0.01,0.91
Azorius Control,Ruby Storm,0.5,4,0.07,0.93
Azorius Control,Eldrazi Tron,0.0,4,0.0,0.6
Azorius Control,Esper Reanimator,0.57,7,0.18,0.9
Azorius Control,Golgari Yawgmoth,0.5,2,0.01,0.99
