a,b,winrate_a_vs_b,matches,ci_low,ci_high
Dimir Tempo,Orzhov Ozelot,0.26,19,0.09,0.51
Dimir Tempo,Beseech Storm,0.57,14,0.29,0.82
Dimir Tempo,Esper Vial,0.64,14,0.35,0.87
Dimir Tempo,Temur Tempo,0.43,14,0.18,0.71
Izzet Cutter,Dimir Tempo,0.45,231,0.38,0.51
Izzet Cutter,Izzet Cutter,0.5,184,0.43,0.57
Izzet Cutter,Mystic Forge Combo,0.61,117,0.51,0.7
Izzet Cutter,Eldrazi Stompy,0.52,110,0.42,0.61
Izzet Cutter,Lands.dec,0.55,83,0.44,0.66
Izzet Cutter,Sneak and Show,0.53,87,0.42,0.64
Izzet Cutter,Show and Tell,0.56,82,0.45,0.67
Izzet Cutter,Doomsday,0.62,73,0.5,0.73
Izzet Cutter,Painter Grindstone,0.52,71,0.4,0.64
Izzet Cutter,Blue Cloudpost,0.5,78,0.38,0.62
Izzet Cutter,Mono Red Prison,0.59,61,0.46,0.71
Izzet Cutter,UWx Control,0.58,62,0.45,0.7
Izzet Cutter,Affinity,0.48,54,0.34,0.62
Izzet Cutter,Oops! All Spells,0.54,59,0.41,0.67
Izzet Cutter,Cradle Control,0.37,54,0.24,0.51
Izzet Cutter,Death & Taxes,0.3,63,0.19,0.43
Izzet Cutter,Bant Beanstalk,0.41,49,0.27,0.56
Izzet Cutter,UWx Stoneblade,0.39,51,0.26,0.54
Izzet Cutter,Grixis Tempo,0.53,47,0.38,0.68
Izzet Cutter,Ad Nauseam Tendrils,0.36,44,0.22,0.52
Izzet Cutter,Mardu Ocelot,0.44,39,0.28,0.6
Izzet Cutter,Reanimator,0.44,43,0.29,0.6
Izzet Cutter,Cephalid Breakfast,0.48,25,0.28,0.69
Izzet Cutter,The EPIC Storm,0.44,32,0.26,0.62
Izzet Cutter,Domain Beanstalk,0.36,33,0.2,0.55
Izzet Cutter,Stiflenought,0.58,26,0.37,0.77
Izzet Cutter,Maverick,0.48,21,0.26,0.7
Izzet Cutter,Goblins,0.47,17,0.23,0.72
Izzet Cutter,Green Post,0.59,17,0.33,0.82
Izzet Cutter,Boros Initiative,0.5,22,0.28,0.72
Izzet Cutter,Burn,0.67,18,0.41,0.87
Izzet Cutter,UR Tempo,0.5,14,0.23,0.77
Izzet Cutter,Sultai Beanstalk,0.31,13,0.09,0.61
Izzet Cutter,Dredge,0.35,20,0.15,0.59
Izzet Cutter,Loam Pox,0.47,17,0.23,0.72
Izzet Cutter,Mono Black,0.43,7,0.1,0.82
Izzet Cutter,Ruby Storm,0.69,13,0.39,0.91
Izzet Cutter,Hogaak,0.38,13,0.14,0.68
Izzet Cutter,Orzhov Ozelot,0.54,13,0.25,0.81
Izzet Cutter,Beseech Storm,0.57,14,0.29,0.82
Izzet Cutter,Esper Vial,0.55,11,0.23,0.83
Izzet Cutter,Temur Tempo,0.67,6,0.22,0.96
Mystic Forge Combo,Dimir Tempo,0.48,141,0.4,0.57
Mystic Forge Combo,Izzet Cutter,0.39,117,0.3,0.49
Mystic Forge Combo,Mystic Forge Combo,0.5,134,0.41,0.59
Mystic Forge Combo,Eldrazi Stompy,0.54,65,0.41,0.66
Mystic Forge Combo,Lands.dec,0.61,80,0.5,0.72
Mystic Forge Combo,Sneak and Show,0.41,51,0.28,0.56
Mystic Forge Combo,Show and Tell,0.44,57,0.31,0.58
Mystic Forge Combo,Doomsday,0.35,46,0.21,0.5
Mystic Forge Combo,Painter Grindstone,0.68,71,0.55,0.78
Mystic Forge Combo,Blue Cloudpost,0.42,38,0.26,0.59
Mystic Forge Combo,Mono Red Prison,0.67,57,0.53,0.79
Mystic Forge Combo,UWx Control,0.57,61,0.44,0.7
Mystic Forge Combo,Affinity,0.65,48,0.49,0.78
Mystic Forge Combo,Oops! All Spells,0.67,36,0.49,0.81
Mystic Forge Combo,Cradle Control,0.67,21,0.43,0.85
Mystic Forge Combo,Death & Taxes,0.6,42,0.43,0.74
Mystic Forge Combo,Bant Beanstalk,0.39,23,0.2,0.61
Mystic Forge Combo,UWx Stoneblade,0.59,17,0.33,0.82
Mystic Forge Combo,Grixis Tempo,0.63,30,0.44,0.8
Mystic Forge Combo,Ad Nauseam Tendrils,0.38,24,0.19,0.59
Mystic Forge Combo,Mardu Ocelot,0.69,26,0.48,0.86
Mystic Forge Combo,Reanimator,0.38,13,0.14,0.68
Mystic Forge Combo,Cephalid Breakfast,0.45,22,0.24,0.68
Mystic Forge Combo,The EPIC Storm,0.29,24,0.13,0.51
Mystic Forge Combo,Domain Beanstalk,0.67,21,0.43,0.85
Mystic Forge Combo,Stiflenought,0.64,22,0.41,0.83
Mystic Forge Combo,Maverick,0.46,24,0.26,0.67
Mystic Forge Combo,Goblins,0.73,11,0.39,0.94
Mystic Forge Combo,Green Post,0.71,21,0.48,0.89
Mystic Forge Combo,Boros Initiative,0.64,14,0.35,0.87
Mystic Forge Combo,Burn,0.38,8,0.09,0.76
Mystic Forge Combo,UR Tempo,0.3,10,0.07,0.65
Mystic Forge Combo,Sultai Beanstalk,0.36,14,0.13,0.65
Mystic Forge Combo,Dredge,1.0,5,0.48,1.0
Mystic Forge Combo,Loam Pox,0.44,18,0.22,0.69
Mystic Forge Combo,Mono Black,0.83,6,0.36,1.0
Mystic Forge Combo,Ruby Storm,0.33,6,0.04,0.78
Mystic Forge Combo,Hogaak,0.4,5,0.05,0.85
Mystic Forge Combo,Orzhov Ozelot,0.5,10,0.19,0.81
Mystic Forge Combo,Beseech Storm,0.43,7,0.1,0.82
Mystic Forge Combo,Esper Vial,0.71,7,0.29,0.96
Mystic Forge Combo,Temur Tempo,0.2,5,0.01,0.72
Eldrazi Stompy,Dimir Tempo,0.51,146,0.43,0.6
Eldrazi Stompy,Izzet Cutter,0.48,110,0.39,0.58
Eldrazi Stompy,Mystic Forge Combo,0.46,65,0.34,0.59
Eldrazi Stompy,Eldrazi Stompy,0.5,78,0.38,0.62
Eldrazi Stompy,Lands.dec,0.44,43,0.29,0.6
Eldrazi Stompy,Sneak and Show,0.36,55,0.24,0.5
Eldrazi Stompy,Show and Tell,0.53,49,0.38,0.67
Eldrazi Stompy,Doomsday,0.52,60,0.38,0.65
Eldrazi Stompy,Painter Grindstone,0.44,32,0.26,0.62
Eldrazi Stompy,Blue Cloudpost,0.69,59,0.56,0.81
Eldrazi Stompy,Mono Red Prison,0.31,35,0.17,0.49
Eldrazi Stompy,UWx Control,0.6,42,0.43,0.74
Eldrazi Stompy,Affinity,0.53,36,0.35,0.7
Eldrazi Stompy,Oops! All Spells,0.47,34,0.3,0.65
Eldrazi Stompy,Cradle Control,0.33,42,0.2,0.5
Eldrazi Stompy,Death & Taxes,0.48,25,0.28,0.69
Eldrazi Stompy,Bant Beanstalk,0.57,28,0.37,0.76
Eldrazi Stompy,UWx Stoneblade,0.63,38,0.46,0.78
Eldrazi Stompy,Grixis Tempo,0.5,18,0.26,0.74
Eldrazi Stompy,Ad Nauseam Tendrils,0.52,29,0.33,0.71
Eldrazi Stompy,Mardu Ocelot,0.46,26,0.27,0.67
Eldrazi Stompy,Reanimator,0.47,32,0.29,0.65
Eldrazi Stompy,Cephalid Breakfast,0.65,31,0.45,0.81
Eldrazi Stompy,The EPIC Storm,0.61,28,0.41,0.78
Eldrazi Stompy,Domain Beanstalk,0.54,13,0.25,0.81
Eldrazi Stompy,Stiflenought,0.5,6,0.12,0.88
Eldrazi Stompy,Maverick,0.62,13,0.32,0.86
Eldrazi Stompy,Goblins,0.5,14,0.23,0.77
Eldrazi Stompy,Green Post,0.44,16,0.2,0.7
Eldrazi Stompy,Boros Initiative,0.5,10,0.19,0.81
Eldrazi Stompy,Burn,0.57,14,0.29,0.82
Eldrazi Stompy,UR Tempo,0.77,13,0.46,0.95
Eldrazi Stompy,Sultai Beanstalk,0.6,10,0.26,0.88
Eldrazi Stompy,Dredge,0.54,13,0.25,0.81
Eldrazi Stompy,Loam Pox,0.58,12,0.28,0.85
Eldrazi Stompy,Mono Black,0.5,8,0.16,0.84
Eldrazi Stompy,Ruby Storm,0.64,11,0.31,0.89
Eldrazi Stompy,Hogaak,0.29,7,0.04,0.71
Eldrazi Stompy,Orzhov Ozelot,0.5,10,0.19,0.81
Eldrazi Stompy,Beseech Storm,0.73,11,0.39,0.94
Eldrazi Stompy,Esper Vial,0.33,6,0.04,0.78
Eldrazi Stompy,Temur Tempo,0.38,8,0.09,0.76
Lands.dec,Dimir Tempo,0.62,111,0.52,0.71
Lands.dec,Izzet Cutter,0.45,83,0.34,0.56
Lands.dec,Mystic Forge Combo,0.39,80,0.28,0.5
Lands.dec,Eldrazi Stompy,0.56,43,0.4,0.71
Lands.dec,Lands.dec,0.5,48,0.35,0.65
Lands.dec,Sneak and Show,0.43,44,0.28,0.59
Lands.dec,Show and Tell,0.52,29,0.33,0.71
Lands.dec,Doomsday,0.48,29,0.29,0.67
Lands.dec,Painter Grindstone,0.56,43,0.4,0.71
Lands.dec,Blue Cloudpost,0.53,32,0.35,0.71
Lands.dec,Mono Red Prison,0.38,45,0.24,0.53
Lands.dec,UWx Control,0.32,25,0.15,0.54
Lands.dec,Affinity,0.57,35,0.39,0.74
Lands.dec,Oops! All Spells,0.44,34,0.27,0.62
Lands.dec,Cradle Control,0.33,18,0.13,0.59
Lands.dec,Death & Taxes,0.48,27,0.29,0.68
Lands.dec,Bant Beanstalk,0.55,20,0.32,0.77
Lands.dec,UWx Stoneblade,0.19,16,0.04,0.46
Lands.dec,Grixis Tempo,0.65,20,0.41,0.85
Lands.dec,Ad Nauseam Tendrils,0.22,23,0.07,0.44
Lands.dec,Mardu Ocelot,0.71,21,0.48,0.89
Lands.dec,Reanimator,0.62,13,0.32,0.86
Lands.dec,Cephalid Breakfast,0.75,12,0.43,0.95
Lands.dec,The EPIC Storm,0.63,16,0.35,0.85
Lands.dec,Domain Beanstalk,0.44,16,0.2,0.7
Lands.dec,Stiflenought,0.47,17,0.23,0.72
Lands.dec,Maverick,0.5,12,0.21,0.79
Lands.dec,Goblins,0.57,14,0.29,0.82
Lands.dec,Green Post,0.14,7,0.0,0.58
Lands.dec,Boros Initiative,0.33,3,0.01,0.91
Lands.dec,Burn,0.75,8,0.35,0.97
Lands.dec,UR Tempo,0.25,4,0.01,0.81
Lands.dec,Sultai Beanstalk,0.5,6,0.12,0.88
Lands.dec,Dredge,0.78,9,0.4,0.97
Lands.dec,Loam Pox,0.5,6,0.12,0.88
Lands.dec,Mono Black,0.71,7,0.29,0.96
Lands.dec,Ruby Storm,0.67,3,0.09,0.99
Lands.dec,Hogaak,0.6,5,0.15,0.95
Lands.dec,Orzhov Ozelot,0.4,5,0.05,0.85
Lands.dec,Beseech Storm,0.25,4,0.01,0.81
Lands.dec,Esper Vial,0.5,2,0.01,0.99
Lands.dec,Temur Tempo,0.5,6,0.12,0.88
Sneak and Show,Dimir Tempo,0.35,96,0.26,0.46
Sneak and Show,Izzet Cutter,0.47,87,0.36,0.58
Sneak and Show,Mystic Forge Combo,0.59,51,0.44,0.72
Sneak and Show,Eldrazi Stompy,0.64,55,0.5,0.76
Sneak and Show,Lands.dec,0.57,44,0.41,0.72
Sneak and Show,Sneak and Show,0.5,40,0.34,0.66
Sneak and Show,Show and Tell,0.31,36,0.16,0.48
Sneak and Show,Doomsday,0.37,38,0.22,0.54
Sneak and Show,Painter Grindstone,0.5,28,0.31,0.69
Sneak and Show,Blue Cloudpost,0.49,39,0.32,0.65
Sneak and Show,Mono Red Prison,0.77,22,0.55,0.92
Sneak and Show,UWx Control,0.53,30,0.34,0.72
Sneak and Show,Affinity,0.32,34,0.17,0.51
Sneak and Show,Oops! All Spells,0.33,21,0.15,0.57
Sneak and Show,Cradle Control,0.5,22,0.28,0.72
Sneak and Show,Death & Taxes,0.43,23,0.23,0.66
Sneak and Show,Bant Beanstalk,0.41,29,0.24,0.61
Sneak and Show,UWx Stoneblade,0.47,17,0.23,0.72
Sneak and Show,Grixis Tempo,0.44,18,0.22,0.69
Sneak and Show,Ad Nauseam Tendrils,0.48,25,0.28,0.69
Sneak and Show,Mardu Ocelot,0.64,11,0.31,0.89
Sneak and Show,Reanimator,0.29,24,0.13,0.51
Sneak and Show,Cephalid Breakfast,0.22,9,0.03,0.6
Sneak and Show,The EPIC Storm,0.85,13,0.55,0.98
Sneak and Show,Domain Beanstalk,0.67,18,0.41,0.87
Sneak and Show,Stiflenought,0.4,10,0.12,0.74
Sneak and Show,Maverick,0.5,12,0.21,0.79
Sneak and Show,Goblins,0.43,7,0.1,0.82
Sneak and Show,Green Post,0.56,9,0.21,0.86
Sneak and Show,Boros Initiative,0.3,10,0.07,0.65
Sneak and Show,Burn,0.58,12,0.28,0.85
Sneak and Show,UR Tempo,0.5,4,0.07,0.93
Sneak and Show,Sultai Beanstalk,0.67,6,0.22,0.96
Sneak and Show,Dredge,0.25,8,0.03,0.65
Sneak and Show,Loam Pox,0.33,3,0.01,0.91
Sneak and Show,Mono Black,0.5,6,0.12,0.88
Sneak and Show,Ruby Storm,0.0,7,0.0,0.41
Sneak and Show,Hogaak,0.33,3,0.01,0.91
Sneak and Show,Orzhov Ozelot,0.33,3,0.01,0.91
Sneak and Show,Beseech Storm,0.5,2,0.01,0.99
Sneak and Show,Esper Vial,0.5,2,0.01,0.99
Sneak and Show,Temur Tempo,0.0,4,0.0,0.6
Show and Tell,Dimir Tempo,0.45,99,0.35,0.56
Show and Tell,Izzet Cutter,0.44,82,0.33,0.55
Show and Tell,Mystic Forge Combo,0.56,57,0.42,0.69
Show and Tell,Eldrazi Stompy,0.47,49,0.33,0.62
Show and Tell,Lands.dec,0.48,29,0.29,0.67
Show and Tell,Sneak and Show,0.69,36,0.52,0.84
Show and Tell,Show and Tell,0.5,48,0.35,0.65
Show and Tell,Doomsday,0.37,35,0.21,0.55
Show and Tell,Painter Grindstone,0.52,29,0.33,0.71
Show and Tell,Blue Cloudpost,0.71,34,0.53,0.85
Show and Tell,Mono Red Prison,0.82,28,0.63,0.94
Show and Tell,UWx Control,0.7,37,0.53,0.84
Show and Tell,Affinity,0.41,29,0.24,0.61
Show and Tell,Oops! All Spells,0.34,29,0.18,0.54
Show and Tell,Cradle Control,0.38,26,0.2,0.59
Show and Tell,Death & Taxes,0.44,25,0.24,0.65
Show and Tell,Bant Beanstalk,0.54,13,0.25,0.81
Show and Tell,UWx Stoneblade,0.21,19,0.06,0.46
Show and Tell,Grixis Tempo,0.27,15,0.08,0.55
Show and Tell,Ad Nauseam Tendrils,0.45,22,0.24,0.68
Show and Tell,Mardu Ocelot,0.56,16,0.3,0.8
Show and Tell,Reanimator,0.36,11,0.11,0.69
Show and Tell,Cephalid Breakfast,0.37,19,0.16,0.62
Show and Tell,The EPIC Storm,0.57,7,0.18,0.9
Show and Tell,Domain Beanstalk,0.42,19,0.2,0.67
Show and Tell,Stiflenought,0.5,4,0.07,0.93
Show and Tell,Maverick,0.5,10,0.19,0.81
Show and Tell,Goblins,0.64,11,0.31,0.89
Show and Tell,Green Post,0.7,10,0.35,0.93
Show and Tell,Boros Initiative,0.25,12,0.05,0.57
Show and Tell,Burn,0.67,3,0.09,0.99
Show and Tell,UR Tempo,0.5,8,0.16,0.84
Show and Tell,Sultai Beanstalk,0.4,5,0.05,0.85
Show and Tell,Dredge,0.33,9,0.07,0.7
Show and Tell,Loam Pox,1.0,2,0.16,1.0
Show and Tell,Mono Black,0.67,3,0.09,0.99
Show and Tell,Ruby Storm,0.63,8,0.24,0.91
Show and Tell,Hogaak,0.67,3,0.09,0.99
Show and Tell,Orzhov Ozelot,0.75,4,0.19,0.99
Show and Tell,Beseech Storm,0.38,8,0.09,0.76
Show and Tell,Esper Vial,0.5,4,0.07,0.93
Show and Tell,Temur Tempo,1.0,1,0.02,1.0
Doomsday,Dimir Tempo,0.47,99,0.37,0.58
Doomsday,Izzet Cutter,0.38,73,0.27,0.5
Doomsday,Mystic Forge Combo,0.65,46,0.5,0.79
Doomsday,Eldrazi Stompy,0.48,60,0.35,0.62
Doomsday,Lands.dec,0.52,29,0.33,0.71
Doomsday,Sneak and Show,0.63,38,0.46,0.78
Doomsday,Show and Tell,0.63,35,0.45,0.79
Doomsday,Doomsday,0.5,42,0.34,0.66
Doomsday,Painter Grindstone,0.45,31,0.27,0.64
Doomsday,Blue Cloudpost,0.6,42,0.43,0.74
Doomsday,Mono Red Prison,0.5,26,0.3,0.7
Doomsday,UWx Control,0.65,34,0.46,0.8
Doomsday,Affinity,0.42,38,0.26,0.59
Doomsday,Oops! All Spells,0.63,27,0.42,0.81
Doomsday,Cradle Control,0.38,26,0.2,0.59
Doomsday,Death & Taxes,0.58,24,0.37,0.78
Doomsday,Bant Beanstalk,0.67,15,0.38,0.88
Doomsday,UWx Stoneblade,0.32,28,0.16,0.52
Doomsday,Grixis Tempo,0.4,15,0.16,0.68
Doomsday,Ad Nauseam Tendrils,0.43,14,0.18,0.71
Doomsday,Mardu Ocelot,0.5,16,0.25,0.75
Doomsday,Reanimator,0.5,20,0.27,0.73
Doomsday,Cephalid Breakfast,0.5,16,0.25,0.75
Doomsday,The EPIC Storm,0.78,9,0.4,0.97
Doomsday,Domain Beanstalk,0.5,10,0.19,0.81
Doomsday,Stiflenought,0.25,8,0.03,0.65
Doomsday,Maverick,0.6,10,0.26,0.88
Doomsday,Goblins,0.75,8,0.35,0.97
Doomsday,Green Post,0.89,9,0.52,1.0
Doomsday,Boros Initiative,0.57,7,0.18,0.9
Doomsday,Burn,1.0,4,0.4,1.0
Doomsday,UR Tempo,0.43,7,0.1,0.82
Doomsday,Sultai Beanstalk,0.33,6,0.04,0.78
Doomsday,Dredge,0.57,7,0.18,0.9
Doomsday,Loam Pox,1.0,6,0.54,1.0
Doomsday,Mono Black,0.44,9,0.14,0.79
Doomsday,Ruby Storm,0.5,2,0.01,0.99
Doomsday,Hogaak,0.71,7,0.29,0.96
Doomsday,Orzhov Ozelot,0.4,5,0.05,0.85
Doomsday,Beseech Storm,0.33,3,0.01,0.91
Doomsday,Esper Vial,0.0,1,0.0,0.98
Doomsday,Temur Tempo,0.4,5,0.05,0.85
Painter Grindstone,Dimir Tempo,0.47,93,0.37,0.58
Painter Grindstone,Izzet Cutter,0.48,71,0.36,0.6
Painter Grindstone,Mystic Forge Combo,0.32,71,0.22,0.45
Painter Grindstone,Eldrazi Stompy,0.56,32,0.38,0.74
Painter Grindstone,Lands.dec,0.44,43,0.29,0.6
Painter Grindstone,Sneak and Show,0.5,28,0.31,0.69
Painter Grindstone,Show and Tell,0.48,29,0.29,0.67
Painter Grindstone,Doomsday,0.55,31,0.36,0.73
Painter Grindstone,Painter Grindstone,0.5,38,0.33,0.67
Painter Grindstone,Blue Cloudpost,0.34,29,0.18,0.54
Painter Grindstone,Mono Red Prison,0.56,41,0.4,0.72
Painter Grindstone,UWx Control,0.71,24,0.49,0.87
Painter Grindstone,Affinity,0.58,26,0.37,0.77
Painter Grindstone,Oops! All Spells,0.29,31,0.14,0.48
Painter Grindstone,Cradle Control,0.52,21,0.3,0.74
Painter Grindstone,Death & Taxes,0.47,19,0.24,0.71
Painter Grindstone,Bant Beanstalk,0.13,8,0.0,0.53
Painter Grindstone,UWx Stoneblade,0.85,13,0.55,0.98
Painter Grindstone,Grixis Tempo,0.4,15,0.16,0.68
Painter Grindstone,Ad Nauseam Tendrils,0.1,10,0.0,0.45
Painter Grindstone,Mardu Ocelot,0.48,23,0.27,0.69
Painter Grindstone,Reanimator,0.55,11,0.23,0.83
Painter Grindstone,Cephalid Breakfast,0.4,10,0.12,0.74
Painter Grindstone,The EPIC Storm,0.33,12,0.1,0.65
Painter Grindstone,Domain Beanstalk,0.5,12,0.21,0.79
Painter Grindstone,Stiflenought,0.56,9,0.21,0.86
Painter Grindstone,Maverick,0.5,10,0.19,0.81
Painter Grindstone,Goblins,0.5,8,0.16,0.84
Painter Grindstone,Green Post,0.3,10,0.07,0.65
Painter Grindstone,Boros Initiative,0.67,6,0.22,0.96
Painter Grindstone,Burn,0.5,2,0.01,0.99
Painter Grindstone,UR Tempo,0.2,5,0.01,0.72
Painter Grindstone,Sultai Beanstalk,0.38,8,0.09,0.76
Painter Grindstone,Dredge,0.4,5,0.05,0.85
Painter Grindstone,Loam Pox,0.57,7,0.18,0.9
Painter Grindstone,Mono Black,0.86,7,0.42,1.0
Painter Grindstone,Ruby Storm,0.4,5,0.05,0.85
Painter Grindstone,Hogaak,0.4,5,0.05,0.85
Painter Grindstone,Orzhov Ozelot,1.0,1,0.02,1.0
Painter Grindstone,Beseech Storm,0.2,5,0.01,0.72
Painter Grindstone,Esper Vial,0.71,7,0.29,0.96
Painter Grindstone,Temur Tempo,0.5,2,0.01,0.99
Blue Cloudpost,Dimir Tempo,0.53,100,0.43,0.63
Blue Cloudpost,Izzet Cutter,0.5,78,0.38,0.62
Blue Cloudpost,Mystic Forge Combo,0.58,38,0.41,0.74
Blue Cloudpost,Eldrazi Stompy,0.31,59,0.19,0.44
Blue Cloudpost,Lands.dec,0.47,32,0.29,0.65
Blue Cloudpost,Sneak and Show,0.51,39,0.35,0.68
Blue Cloudpost,Show and Tell,0.29,34,0.15,0.47
Blue Cloudpost,Doomsday,0.4,42,0.26,0.57
Blue Cloudpost,Painter Grindstone,0.66,29,0.46,0.82
Blue Cloudpost,Blue Cloudpost,0.5,14,0.23,0.77
Blue Cloudpost,Mono Red Prison,0.67,21,0.43,0.85
Blue Cloudpost,UWx Control,0.53,19,0.29,0.76
Blue Cloudpost,Affinity,0.42,24,0.22,0.63
Blue Cloudpost,Oops! All Spells,0.32,25,0.15,0.54
Blue Cloudpost,Cradle Control,0.62,26,0.41,0.8
Blue Cloudpost,Death & Taxes,0.67,24,0.45,0.84
Blue Cloudpost,Bant Beanstalk,0.56,16,0.3,0.8
Blue Cloudpost,UWx Stoneblade,0.56,25,0.35,0.76
Blue Cloudpost,Grixis Tempo,0.52,23,0.31,0.73
Blue Cloudpost,Ad Nauseam Tendrils,0.77,13,0.46,0.95
Blue Cloudpost,Mardu Ocelot,0.54,13,0.25,0.81
Blue Cloudpost,Reanimator,0.5,16,0.25,0.75
Blue Cloudpost,Cephalid Breakfast,0.67,9,0.3,0.93
Blue Cloudpost,The EPIC Storm,0.77,13,0.46,0.95
Blue Cloudpost,Domain Beanstalk,0.58,12,0.28,0.85
Blue Cloudpost,Stiflenought,0.83,12,0.52,0.98
Blue Cloudpost,Maverick,0.83,6,0.36,1.0
Blue Cloudpost,Goblins,0.43,7,0.1,0.82
Blue Cloudpost,Green Post,0.6,5,0.15,0.95
Blue Cloudpost,Boros Initiative,0.71,7,0.29,0.96
Blue Cloudpost,Burn,0.71,7,0.29,0.96
Blue Cloudpost,UR Tempo,0.71,7,0.29,0.96
Blue Cloudpost,Sultai Beanstalk,0.78,9,0.4,0.97
Blue Cloudpost,Dredge,0.5,8,0.16,0.84
Blue Cloudpost,Loam Pox,1.0,1,0.02,1.0
Blue Cloudpost,Mono Black,1.0,3,0.29,1.0
Blue Cloudpost,Ruby Storm,0.33,3,0.01,0.91
Blue Cloudpost,Hogaak,0.33,3,0.01,0.91
Blue Cloudpost,Orzhov Ozelot,0.67,3,0.09,0.99
Blue Cloudpost,Beseech Storm,0.6,5,0.15,0.95
Blue Cloudpost,Temur Tempo,1.0,2,0.16,1.0
Mono Red Prison,Dimir Tempo,0.46,84,0.35,0.58
Mono Red Prison,Izzet Cutter,0.41,61,0.29,0.54
Mono Red Prison,Mystic Forge Combo,0.33,57,0.21,0.47
Mono Red Prison,Eldrazi Stompy,0.69,35,0.51,0.83
Mono Red Prison,Lands.dec,0.62,45,0.47,0.76
Mono Red Prison,Sneak and Show,0.23,22,0.08,0.45
Mono Red Prison,Show and Tell,0.18,28,0.06,0.37
Mono Red Prison,Doomsday,0.5,26,0.3,0.7
Mono Red Prison,Painter Grindstone,0.44,41,0.28,0.6
Mono Red Prison,Blue Cloudpost,0.33,21,0.15,0.57
Mono Red Prison,Mono Red Prison,0.5,46,0.35,0.65
Mono Red Prison,UWx Control,0.4,30,0.23,0.59
Mono Red Prison,Affinity,0.63,16,0.35,0.85
Mono Red Prison,Oops! All Spells,0.46,28,0.28,0.66
Mono Red Prison,Cradle Control,0.25,16,0.07,0.52
Mono Red Prison,Death & Taxes,0.31,26,0.14,0.52
Mono Red Prison,Bant Beanstalk,0.43,14,0.18,0.71
Mono Red Prison,UWx Stoneblade,0.4,10,0.12,0.74
Mono Red Prison,Grixis Tempo,0.55,22,0.32,0.76
Mono Red Prison,Ad Nauseam Tendrils,0.45,11,0.17,0.77
Mono Red Prison,Mardu Ocelot,0.48,21,0.26,0.7
Mono Red Prison,Reanimator,0.62,13,0.32,0.86
Mono Red Prison,Cephalid Breakfast,0.54,13,0.25,0.81
Mono Red Prison,The EPIC Storm,0.45,11,0.17,0.77
Mono Red Prison,Domain Beanstalk,0.22,9,0.03,0.6
Mono Red Prison,Stiflenought,0.5,18,0.26,0.74
Mono Red Prison,Maverick,0.5,14,0.23,0.77
Mono Red Prison,Goblins,0.22,9,0.03,0.6
Mono Red Prison,Green Post,0.67,6,0.22,0.96
Mono Red Prison,Boros Initiative,0.2,5,0.01,0.72
Mono Red Prison,Burn,0.67,9,0.3,0.93
Mono Red Prison,UR Tempo,0.13,8,0.0,0.53
Mono Red Prison,Sultai Beanstalk,0.5,8,0.16,0.84
Mono Red Prison,Dredge,1.0,1,0.02,1.0
