archetype,overall_winrate,overall_matches,overall_ci_low,overall_ci_high,url_relative
Burn,0.37826086956522,230,0.32,0.44,/Legacy/burn
UR Tempo,0.47982062780269,223,0.41,0.55,/Legacy/ur-tempo
Sultai Beanstalk,0.49009900990099,202,0.42,0.56,/Legacy/sultai-beanstalk
Dredge,0.49751243781095,201,0.43,0.57,/Legacy/dredge
Loam Pox,0.51381215469613,181,0.44,0.59,/Legacy/loam-pox
Mono Black,0.45555555555556,180,0.38,0.53,/Legacy/mono-black
Ruby Storm,0.54748603351955,179,0.47,0.62,/Legacy/ruby-storm
Hogaak,0.52795031055901,161,0.45,0.61,/Legacy/hogaak
Orzhov Ozelot,0.57861635220126,159,0.5,0.66,/Legacy/orzhov-ozelot
Infect,0.35714285714286,154,0.28,0.44,/Legacy/infect
Beseech Storm,0.49006622516556,151,0.41,0.57,/Legacy/beseech-storm
GWx Depths,0.44927536231884,138,0.36,0.54,/Legacy/gwx-depths
Esper Vial,0.49275362318841,138,0.41,0.58,/Legacy/esper-vial
Boros Energy,0.60144927536232,138,0.51,0.68,/Legacy/boros-energy
Temur Tempo,0.51094890510949,137,0.42,0.6,/Legacy/temur-tempo
Aluren,0.45238095238095,126,0.36,0.54,/Legacy/aluren
Smallpox,0.37272727272727,110,0.28,0.47,/Legacy/smallpox
Merfolk,0.37755102040816,98,0.28,0.48,/Legacy/merfolk
Dark Depths,0.3265306122449,98,0.24,0.43,/Legacy/dark-depths
Mono Black Helm,0.37113402061856,97,0.28,0.48,/Legacy/mono-black-helm
Naya Initiative,0.51063829787234,94,0.41,0.62,/Legacy/naya-initiative
Sultai Tempo,0.52688172043011,93,0.42,0.63,/Legacy/sultai-tempo
UBx Death's Shadow,0.35164835164835,91,0.25,0.46,/Legacy/ubx-death-s-shadow
BUG,0.55056179775281,89,0.44,0.66,/Legacy/bug
Creative Technique,0.35955056179775,89,0.26,0.47,/Legacy/creative-technique
Elves,0.45977011494253,87,0.35,0.57,/Legacy/elves
Esper Control,0.48809523809524,84,0.38,0.6,/Legacy/esper-control
Azorius Phelia,0.58441558441558,77,0.47,0.7,/Legacy/azorius-phelia
Nic Fit,0.32394366197183,71,0.22,0.45,/Legacy/nic-fit
Rakdos Goyfs,0.50704225352113,71,0.39,0.63,/Legacy/rakdos-goyfs
MUD,0.56140350877193,57,0.42,0.69,/Legacy/mud
Mono Black Necro,0.52941176470588,51,0.38,0.67,/Legacy/mono-black-necro
Azorius Ocelot,0.58823529411765,51,0.44,0.72,/Legacy/azorius-ocelot
Mono White Blink,0.51063829787234,47,0.36,0.66,/Legacy/mono-white-blink
Mono Blue Tempo,0.35555555555556,45,0.22,0.51,/Legacy/mono-blue-tempo
Golgari Yawgmoth,0.6,45,0.44,0.74,/Legacy/golgari-yawgmoth
Jund,0.37209302325581,43,0.23,0.53,/Legacy/jund
Rakdos Moonshadow,0.48780487804878,41,0.33,0.65,/Legacy/rakdos-moonshadow
Mind's Desire,0.45,40,0.29,0.62,/Legacy/mind-s-desire
4 Color Control,0.57142857142857,35,0.39,0.74,/Legacy/4-color-control
Mono Blue Jewel,0.63636363636364,33,0.45,0.8,/Legacy/mono-blue-jewel
Temur Cascade,0.58620689655172,29,0.39,0.76,/Legacy/temur-cascade
Necro Storm,0.62068965517241,29,0.42,0.79,/Legacy/necro-storm
Humans,0.375,24,0.19,0.59,/Legacy/humans
Paradoxical Outcome,0.5,24,0.29,0.71,/Legacy/paradoxical-outcome
Food Chain,0.45833333333333,24,0.26,0.67,/Legacy/food-chain
Bant Control,0.60869565217391,23,0.39,0.8,/Legacy/bant-control
Enchantress,0.36363636363636,22,0.17,0.59,/Legacy/enchantress
Thassa's Paradigm,0.45454545454545,22,0.24,0.68,/Legacy/thassa-s-paradigm
Rakdos Discard,0.36363636363636,22,0.17,0.59,/Legacy/rakdos-discard
Mono Black Dauthi,0.65,20,0.41,0.85,/Legacy/mono-black-dauthi
Esper Tempo,0.42105263157895,19,0.2,0.67,/Legacy/esper-tempo
TEG,0.63157894736842,19,0.38,0.84,/Legacy/teg
Hollow Vine,0.33333333333333,18,0.13,0.59,/Legacy/hollow-vine
Gruul Initiative,0.55555555555556,18,0.31,0.78,/Legacy/gruul-initiative
Wizard's Planisphere,0.38888888888889,18,0.17,0.64,/Legacy/wizard-s-planisphere
Salvager Combo,0.52941176470588,17,0.28,0.77,/Legacy/salvager-combo
Belcher,0.375,16,0.15,0.65,/Legacy/belcher
Goblin Welder,0.33333333333333,15,0.12,0.62,/Legacy/goblin-welder
Slivers,0.14285714285714,14,0.02,0.43,/Legacy/slivers
Mono Blue Control,0.42857142857143,14,0.18,0.71,/Legacy/mono-blue-control
Sudden Substitution,0.30769230769231,13,0.09,0.61,/Legacy/sudden-substitution
Dimir Frog,0.46153846153846,13,0.19,0.75,/Legacy/dimir-frog
Hive Mind,0.33333333333333,12,0.1,0.65,/Legacy/hive-mind
Vesuvan Duelist,0.5,12,0.21,0.79,/Legacy/vesuvan-duelist
High Tide,0.18181818181818,11,0.02,0.52,/Legacy/high-tide
Bant Blink,0.45454545454545,11,0.17,0.77,/Legacy/bant-blink
Golgari Witherbloom,0.36363636363636,11,0.11,0.69,/Legacy/golgari-witherbloom
Mono White Prison,0.27272727272727,11,0.06,0.61,/Legacy/mono-white-prison
Echo Control,0.27272727272727,11,0.06,0.61,/Legacy/echo-control
Ninjas,0.4,10,0.12,0.74,/Legacy/ninjas
White Dreadnought,0.5,10,0.19,0.81,/Legacy/white-dreadnought
Sultai Leovold,0.5,10,0.19,0.81,/Legacy/sultai-leovold
Patchwork Stompy,0.5,10,0.19,0.81,/Legacy/patchwork-stompy
Hollow Red,0.6,10,0.26,0.88,/Legacy/hollow-red
Mono Blue Karn,0.55555555555556,9,0.21,0.86,/Legacy/mono-blue-karn
Worldgorger,0.55555555555556,9,0.21,0.86,/Legacy/worldgorger
Sneak Attack,0.25,8,0.03,0.65,/Legacy/sneak-attack
5 Color Zenith,0.5,8,0.16,0.84,/Legacy/5-color-zenith
Dimir Flash,0.25,8,0.03,0.65,/Legacy/dimir-flash
Mardu Tokens,0.71428571428571,7,0.29,0.96,/Legacy/mardu-tokens
Ironworks Combo,0.42857142857143,7,0.1,0.82,/Legacy/ironworks-combo
Naya Minsc,0.71428571428571,7,0.29,0.96,/Legacy/naya-minsc
Simic Order,0.42857142857143,7,0.1,0.82,/Legacy/simic-order
Polymorph,0.42857142857143,7,0.1,0.82,/Legacy/polymorph
Golgari Order,0.57142857142857,7,0.18,0.9,/Legacy/golgari-order
Jeskai Vial,0.42857142857143,7,0.1,0.82,/Legacy/jeskai-vial
Dimir Aggro,0.28571428571429,7,0.04,0.71,/Legacy/dimir-aggro
Stryfo Pile,0.33333333333333,6,0.04,0.78,/Legacy/stryfo-pile
Gruul Lumberjack,0.33333333333333,6,0.04,0.78,/Legacy/gruul-lumberjack
Mono Blue Belcher,0.5,6,0.12,0.88,/Legacy/mono-blue-belcher
Orzhov Phelia,0.33333333333333,6,0.04,0.78,/Legacy/orzhov-phelia
Sultai Ritual,0.33333333333333,6,0.04,0.78,/Legacy/sultai-ritual
Grixis Control,0.8,5,0.28,0.99,/Legacy/grixis-control
Standstill Control,0.4,5,0.05,0.85,/Legacy/standstill-control
Bant Order,0.2,5,0.01,0.72,/Legacy/bant-order
Mono Red Artifacts,0.4,5,0.05,0.85,/Legacy/mono-red-artifacts
Mono Black Demons,0.5,4,0.07,0.93,/Legacy/mono-black-demons
UB Control,1.0,3,0.29,1.0,/Legacy/ub-control
Artifacts Aggro,0.66666666666667,3,0.09,0.99,/Legacy/artifacts-aggro
Bant Yorion,0.33333333333333,3,0.01,0.91,/Legacy/bant-yorion
Rakdos Channeler,1.0,3,0.29,1.0,/Legacy/rakdos-channeler
Simic Beanstalk,0.66666666666667,3,0.09,0.99,/Legacy/simic-beanstalk
Mono Red Initiative,0.66666666666667,3,0.09,0.99,/Legacy/mono-red-initiative
4 Color Beanstalk,0.66666666666667,3,0.09,0.99,/Legacy/4-color-beanstalk
Saga Storm,0.5,2,0.01,0.99,/Legacy/saga-storm
