archetype,overall_winrate,overall_matches,overall_ci_low,overall_ci_high,url_relative
Defender Combo,0.54973821989529,382,0.5,0.6,/Pauper/defender-combo
Boros Synthesizer,0.49038461538462,312,0.43,0.55,/Pauper/boros-synthesizer
Monster Tron,0.54671280276817,289,0.49,0.61,/Pauper/monster-tron
Mardu Metalcraft,0.4468085106383,282,0.39,0.51,/Pauper/mardu-metalcraft
Jeskai Metalcraft,0.54838709677419,279,0.49,0.61,/Pauper/jeskai-metalcraft
Persistent Petitioners,0.44725738396624,237,0.38,0.51,/Pauper/persistent-petitioners
Turbo Fog,0.5219298245614,228,0.45,0.59,/Pauper/turbo-fog
Dimir Affinity,0.43778801843318,217,0.37,0.51,/Pauper/dimir-affinity
Golgari Pestilence,0.52803738317757,214,0.46,0.6,/Pauper/golgari-pestilence
Rakdos Metalcraft,0.54028436018957,211,0.47,0.61,/Pauper/rakdos-metalcraft
Infect,0.37244897959184,196,0.3,0.44,/Pauper/infect
Dimir Control,0.51412429378531,177,0.44,0.59,/Pauper/dimir-control
Cycling Storm,0.32386363636364,176,0.26,0.4,/Pauper/cycling-storm
Poison Storm,0.37142857142857,175,0.3,0.45,/Pauper/poison-storm
Mono Black Control,0.45454545454545,165,0.38,0.53,/Pauper/mono-black-control
Mono Red Kiln Fiend,0.50980392156863,153,0.43,0.59,/Pauper/mono-red-kiln-fiend
Slivers,0.41447368421053,152,0.34,0.5,/Pauper/slivers
Boros Bully,0.57718120805369,149,0.49,0.66,/Pauper/boros-bully
Jund Gardens,0.56756756756757,148,0.48,0.65,/Pauper/jund-gardens
Mono Black Burn,0.46938775510204,147,0.39,0.55,/Pauper/mono-black-burn
Eggs Tron,0.48611111111111,144,0.4,0.57,/Pauper/eggs-tron
Red Storm,0.53900709219858,141,0.45,0.62,/Pauper/red-storm
Mono Green Stompy,0.44029850746269,134,0.35,0.53,/Pauper/mono-green-stompy
Mono Black Pactdoll,0.41860465116279,129,0.33,0.51,/Pauper/mono-black-pactdoll
Izzet Faeries,0.5078125,128,0.42,0.6,/Pauper/izzet-faeries
Naya Gates,0.49593495934959,123,0.4,0.59,/Pauper/naya-gates
Mono Red Dredge,0.42241379310345,116,0.33,0.52,/Pauper/mono-red-dredge
Goblin Combo (MoggWarts),0.50467289719626,107,0.41,0.6,/Pauper/goblin-combo-moggwarts
Dimir Abjure,0.49038461538462,104,0.39,0.59,/Pauper/dimir-abjure
Retriever Combo,0.43181818181818,88,0.33,0.54,/Pauper/retriever-combo
Cascade Tron,0.46341463414634,82,0.35,0.58,/Pauper/cascade-tron
Naya Initiative,0.56756756756757,74,0.45,0.68,/Pauper/naya-initiative
Gruul Eldrazi,0.46153846153846,65,0.34,0.59,/Pauper/gruul-eldrazi
Tireless Tribe Combo,0.47619047619048,63,0.35,0.61,/Pauper/tireless-tribe-combo
Grixis Control,0.49180327868852,61,0.36,0.62,/Pauper/grixis-control
Esper Gates,0.44262295081967,61,0.32,0.58,/Pauper/esper-gates
Temur Control,0.48,50,0.34,0.63,/Pauper/temur-control
Esper Metalcraft,0.47916666666667,48,0.33,0.63,/Pauper/esper-metalcraft
Goblins,0.3953488372093,43,0.25,0.56,/Pauper/goblins
Boros Metalcraft,0.53488372093023,43,0.38,0.69,/Pauper/boros-metalcraft
Pili-Pala Combo,0.47222222222222,36,0.3,0.65,/Pauper/pili-pala-combo
Izzet Blitz,0.4,35,0.24,0.58,/Pauper/izzet-blitz
Jeskai Gates,0.68571428571429,35,0.51,0.83,/Pauper/jeskai-gates
Esper Ephemerate,0.59375,32,0.41,0.76,/Pauper/esper-ephemerate
Dimir Spirits,0.46875,32,0.29,0.65,/Pauper/dimir-spirits
Mono Red Tron,0.51612903225806,31,0.33,0.7,/Pauper/mono-red-tron
Orzhov Pestilence,0.46666666666667,30,0.28,0.66,/Pauper/orzhov-pestilence
Temur Cascade,0.55555555555556,27,0.35,0.75,/Pauper/temur-cascade
Dimir Exhume,0.33333333333333,27,0.17,0.54,/Pauper/dimir-exhume
UB Teachings,0.5,26,0.3,0.7,/Pauper/ub-teachings
Reanimator,0.32,25,0.15,0.54,/Pauper/reanimator
Simic Terror,0.24,25,0.09,0.45,/Pauper/simic-terror
Golgari Auras,0.36,25,0.18,0.57,/Pauper/golgari-auras
Temur Ramp,0.45833333333333,24,0.26,0.67,/Pauper/temur-ramp
Bant Initiative,0.1304347826087,23,0.03,0.34,/Pauper/bant-initiative
Golgari Exhume,0.47826086956522,23,0.27,0.69,/Pauper/golgari-exhume
Orzhov Discard,0.30434782608696,23,0.13,0.53,/Pauper/orzhov-discard
Izzet Delver,0.3,20,0.12,0.54,/Pauper/izzet-delver
Rakdos Burn,0.5,20,0.27,0.73,/Pauper/rakdos-burn
Orzhov Ephemerate,0.57894736842105,19,0.33,0.8,/Pauper/orzhov-ephemerate
Mono Red Ponza,0.31578947368421,19,0.13,0.57,/Pauper/mono-red-ponza
Mono Black Madness,0.31578947368421,19,0.13,0.57,/Pauper/mono-black-madness
Esper Bounce,0.44444444444444,18,0.22,0.69,/Pauper/esper-bounce
Mono Black Tron,0.52941176470588,17,0.28,0.77,/Pauper/mono-black-tron
Golgari Party,0.52941176470588,17,0.28,0.77,/Pauper/golgari-party
Zombies,0.3125,16,0.11,0.59,/Pauper/zombies
Mono Blue Affinity,0.5,16,0.25,0.75,/Pauper/mono-blue-affinity
Jeskai Affinity,0.375,16,0.15,0.65,/Pauper/jeskai-affinity
Sultai Midrange,0.46666666666667,15,0.21,0.73,/Pauper/sultai-midrange
Orzhov Metalcraft,0.53333333333333,15,0.27,0.79,/Pauper/orzhov-metalcraft
Orzhov Gates,0.4,15,0.16,0.68,/Pauper/orzhov-gates
Mono Green Ramp,0.28571428571429,14,0.08,0.58,/Pauper/mono-green-ramp
Mono Black Land Destruction,0.42857142857143,14,0.18,0.71,/Pauper/mono-black-land-destruction
Mardu Initiative,0.21428571428571,14,0.05,0.51,/Pauper/mardu-initiative
Bant Auras,0.5,14,0.23,0.77,/Pauper/bant-auras
Mono Blue Control,0.38461538461538,13,0.14,0.68,/Pauper/mono-blue-control
Rakdos Unearth,0.38461538461538,13,0.14,0.68,/Pauper/rakdos-unearth
Selesnya Hare,0.076923076923077,13,0.0,0.36,/Pauper/selesnya-hare
Evolution Tron,0.53846153846154,13,0.25,0.81,/Pauper/evolution-tron
Grixis Terror,0.41666666666667,12,0.15,0.72,/Pauper/grixis-terror
Abzan Food,0.25,12,0.05,0.57,/Pauper/abzan-food
Dimir Pestilence,0.33333333333333,12,0.1,0.65,/Pauper/dimir-pestilence
Soul Sisters,0.45454545454545,11,0.17,0.77,/Pauper/soul-sisters
Mono Green Tokens,0.27272727272727,11,0.06,0.61,/Pauper/mono-green-tokens
Mono Black Suicide,0.27272727272727,11,0.06,0.61,/Pauper/mono-black-suicide
Boros Gates,0.54545454545455,11,0.23,0.83,/Pauper/boros-gates
Selesnya Gates,0.54545454545455,11,0.23,0.83,/Pauper/selesnya-gates
Mono Blue Ninjas,0.36363636363636,11,0.11,0.69,/Pauper/mono-blue-ninjas
Azorius Affinity,0.36363636363636,11,0.11,0.69,/Pauper/azorius-affinity
Izzet Miracles,0.090909090909091,11,0.0,0.41,/Pauper/izzet-miracles
Gruul Landfall,0.1,10,0.0,0.45,/Pauper/gruul-landfall
Mono White Ephemerate,0.5,10,0.19,0.81,/Pauper/mono-white-ephemerate
Dimir Proliferate,0.4,10,0.12,0.74,/Pauper/dimir-proliferate
Selesnya Witness,0.5,10,0.19,0.81,/Pauper/selesnya-witness
Rakdos Vampires,0.44444444444444,9,0.14,0.79,/Pauper/rakdos-vampires
Mono White Tron,0.44444444444444,9,0.14,0.79,/Pauper/mono-white-tron
Rakdos Exhume,0.33333333333333,9,0.07,0.7,/Pauper/rakdos-exhume
Mono Black Devotion,0.33333333333333,9,0.07,0.7,/Pauper/mono-black-devotion
Grixis Wildfire,0.22222222222222,9,0.03,0.6,/Pauper/grixis-wildfire
Golgari Sacrifice,0.375,8,0.09,0.76,/Pauper/golgari-sacrifice
Simic Ponza,0.25,8,0.03,0.65,/Pauper/simic-ponza
Izzet Serpentine,0.625,8,0.24,0.91,/Pauper/izzet-serpentine
Orzhov Affinity,0.25,8,0.03,0.65,/Pauper/orzhov-affinity
Eldrazi Tron,0.375,8,0.09,0.76,/Pauper/eldrazi-tron
Mono Black Affinity,0.375,8,0.09,0.76,/Pauper/mono-black-affinity
Temur Dragons,0.25,8,0.03,0.65,/Pauper/temur-dragons
Sultai Bounce,0.5,8,0.16,0.84,/Pauper/sultai-bounce
Jund Cascade,0.28571428571429,7,0.04,0.71,/Pauper/jund-cascade
Rebels,0.14285714285714,7,0.0,0.58,/Pauper/rebels
Boros Aggro,0.57142857142857,7,0.18,0.9,/Pauper/boros-aggro
Jund Eldrazi,0.57142857142857,7,0.18,0.9,/Pauper/jund-eldrazi
4 Color Affinity,0.57142857142857,7,0.18,0.9,/Pauper/4-color-affinity
Izzet Ping,0.14285714285714,7,0.0,0.58,/Pauper/izzet-ping
Tortured Existence,0.5,6,0.12,0.88,/Pauper/tortured-existence
Dimir Mill,0.16666666666667,6,0.0,0.64,/Pauper/dimir-mill
Boros Heroic,0.5,6,0.12,0.88,/Pauper/boros-heroic
Orzhov Aggro,0.33333333333333,6,0.04,0.78,/Pauper/orzhov-aggro
Orzhov Monarch,0.5,6,0.12,0.88,/Pauper/orzhov-monarch
Jeskai Control,0.5,6,0.12,0.88,/Pauper/jeskai-control
Gruul Cascade,0.5,6,0.12,0.88,/Pauper/gruul-cascade
Orzhov Enchantments,0.5,6,0.12,0.88,/Pauper/orzhov-enchantments
Simic Gates,0.5,6,0.12,0.88,/Pauper/simic-gates
Mono Blue Tron,0.83333333333333,6,0.36,1.0,/Pauper/mono-blue-tron
Golgari Tron,0.5,6,0.12,0.88,/Pauper/golgari-tron
Saprolings,0.4,5,0.05,0.85,/Pauper/saprolings
Retraction Helix,0.4,5,0.05,0.85,/Pauper/retraction-helix
Jund Madness,0.8,5,0.28,0.99,/Pauper/jund-madness
Dimir Madness,0.4,5,0.05,0.85,/Pauper/dimir-madness
Mardu Sacrifice,0.2,5,0.01,0.72,/Pauper/mardu-sacrifice
Selesnya Ponza,0.6,5,0.15,0.95,/Pauper/selesnya-ponza
Mono Black Enchantments,0.2,5,0.01,0.72,/Pauper/mono-black-enchantments
Sultai Faeries,0.8,5,0.28,0.99,/Pauper/sultai-faeries
Temur Terror,0.8,5,0.28,0.99,/Pauper/temur-terror
Azorius Energy,0.6,5,0.15,0.95,/Pauper/azorius-energy
Bant Control,0.2,5,0.01,0.72,/Pauper/bant-control
Bant Ephemerate,0.75,4,0.19,0.99,/Pauper/bant-ephemerate
Grixis Delver,0.25,4,0.01,0.81,/Pauper/grixis-delver
Jund Land Destruction,0.5,4,0.07,0.93,/Pauper/jund-land-destruction
Naya Auras,0.5,4,0.07,0.93,/Pauper/naya-auras
Azorius Metalcraft,0.5,4,0.07,0.93,/Pauper/azorius-metalcraft
Selesnya Initiative,0.5,4,0.07,0.93,/Pauper/selesnya-initiative
Mono Black Food,0.25,4,0.01,0.81,/Pauper/mono-black-food
Azorius Faeries,0.5,4,0.07,0.93,/Pauper/azorius-faeries
Teachings Tron,0.5,4,0.07,0.93,/Pauper/teachings-tron
Sultai Affinity,0.25,4,0.01,0.81,/Pauper/sultai-affinity
Temur Wildfire,0.25,4,0.01,0.81,/Pauper/temur-wildfire
Naya Ramp,0.25,4,0.01,0.81,/Pauper/naya-ramp
Selesnya Aggro,0.33333333333333,3,0.01,0.91,/Pauper/selesnya-aggro
Simic Untap,0.33333333333333,3,0.01,0.91,/Pauper/simic-untap
Jund Gates,0.33333333333333,3,0.01,0.91,/Pauper/jund-gates
Mono White Affinity,0.33333333333333,3,0.01,0.91,/Pauper/mono-white-affinity
Orzhov Breathless,0.5,2,0.01,0.99,/Pauper/orzhov-breathless
