archetype,overall_winrate,overall_matches,overall_ci_low,overall_ci_high,url_relative
Golgari Ouroboroid,0.40983606557377,61,0.29,0.54,/Standard/golgari-ouroboroid
Bant Omniscience,0.48214285714286,56,0.35,0.62,/Standard/bant-omniscience
Temur Battlecrier,0.43137254901961,51,0.29,0.58,/Standard/temur-battlecrier
Esper Pixie,0.46,50,0.32,0.61,/Standard/esper-pixie
Grixis Monument,0.48936170212766,47,0.34,0.64,/Standard/grixis-monument
Jeskai Artifacts,0.42222222222222,45,0.28,0.58,/Standard/jeskai-artifacts
Naya Yuna,0.39473684210526,38,0.24,0.57,/Standard/naya-yuna
Izzet Looting,0.51351351351351,37,0.34,0.68,/Standard/izzet-looting
Sultai Elementals,0.32432432432432,37,0.18,0.5,/Standard/sultai-elementals
Mono Red Leyline,0.53125,32,0.35,0.71,/Standard/mono-red-leyline
Goblins,0.25806451612903,31,0.12,0.45,/Standard/goblins
Orzhov Superfriends,0.46666666666667,30,0.28,0.66,/Standard/orzhov-superfriends
Rakdos Aggro,0.48275862068966,29,0.29,0.67,/Standard/rakdos-aggro
Golgari Roots,0.38461538461538,26,0.2,0.59,/Standard/golgari-roots
Mono White Tokens,0.38461538461538,26,0.2,0.59,/Standard/mono-white-tokens
Grixis Reanimator,0.42307692307692,26,0.23,0.63,/Standard/grixis-reanimator
4 Color Songcrafter,0.36,25,0.18,0.57,/Standard/4-color-songcrafter
Sultai Rhythm,0.52,25,0.31,0.72,/Standard/sultai-rhythm
Gruul Leyline,0.41666666666667,24,0.22,0.63,/Standard/gruul-leyline
Sultai Dragons,0.625,24,0.41,0.81,/Standard/sultai-dragons
Azorius Merfolks,0.31818181818182,22,0.14,0.55,/Standard/azorius-merfolks
Mono White Shepherd,0.47368421052632,19,0.24,0.71,/Standard/mono-white-shepherd
Temur Lessons,0.57894736842105,19,0.33,0.8,/Standard/temur-lessons
Orzhov Sacrifice,0.52941176470588,17,0.28,0.77,/Standard/orzhov-sacrifice
Orzhov Ketramose,0.25,16,0.07,0.52,/Standard/orzhov-ketramose
Azorius Flyers,0.5,16,0.25,0.75,/Standard/azorius-flyers
Allies,0.4375,16,0.2,0.7,/Standard/allies
Golgari Midrange,0.6,15,0.32,0.84,/Standard/golgari-midrange
Esper Control,0.35714285714286,14,0.13,0.65,/Standard/esper-control
Mono White Auras,0.57142857142857,14,0.29,0.82,/Standard/mono-white-auras
Orzhov Midrange,0.42857142857143,14,0.18,0.71,/Standard/orzhov-midrange
4 Color Roots,0.5,14,0.23,0.77,/Standard/4-color-roots
4 Color Reanimator,0.5,14,0.23,0.77,/Standard/4-color-reanimator
Boros Weapons,0.21428571428571,14,0.05,0.51,/Standard/boros-weapons
Mono Blue Tempo,0.46153846153846,13,0.19,0.75,/Standard/mono-blue-tempo
Selesnya Aggro,0.53846153846154,13,0.25,0.81,/Standard/selesnya-aggro
Gruul Delirium,0.53846153846154,13,0.25,0.81,/Standard/gruul-delirium
Golgari Control,0.23076923076923,13,0.05,0.54,/Standard/golgari-control
Sultai Control,0.69230769230769,13,0.39,0.91,/Standard/sultai-control
Orzhov Aggro,0.38461538461538,13,0.14,0.68,/Standard/orzhov-aggro
Gruul Aggro,0.41666666666667,12,0.15,0.72,/Standard/gruul-aggro
Temur Midrange,0.25,12,0.05,0.57,/Standard/temur-midrange
Random Encounter,0.25,12,0.05,0.57,/Standard/random-encounter
Jeskai Prowess,0.45454545454545,11,0.17,0.77,/Standard/jeskai-prowess
Selesnya Cage,0.4,10,0.12,0.74,/Standard/selesnya-cage
Boros Tokens,0.2,10,0.03,0.56,/Standard/boros-tokens
Esper Flash,0.3,10,0.07,0.65,/Standard/esper-flash
Bant Rhythm,0.6,10,0.26,0.88,/Standard/bant-rhythm
Dimir Demons,0.66666666666667,9,0.3,0.93,/Standard/dimir-demons
Jeskai Flash,0.55555555555556,9,0.21,0.86,/Standard/jeskai-flash
Selesnya Rhythm,0.55555555555556,9,0.21,0.86,/Standard/selesnya-rhythm
Simic Frogs,0.375,8,0.09,0.76,/Standard/simic-frogs
Boros Mice,0.125,8,0.0,0.53,/Standard/boros-mice
Boros Aggro,0.5,8,0.16,0.84,/Standard/boros-aggro
Jeskai Oculus,0.25,8,0.03,0.65,/Standard/jeskai-oculus
Temur Cauldron,0.5,8,0.16,0.84,/Standard/temur-cauldron
Rakdos Leyline,0.25,8,0.03,0.65,/Standard/rakdos-leyline
Mono Black Ugin,0.5,8,0.16,0.84,/Standard/mono-black-ugin
Esper Midrange,0.75,8,0.35,0.97,/Standard/esper-midrange
Dimir Faeries,0.14285714285714,7,0.0,0.58,/Standard/dimir-faeries
Jeskai Aggro,0.42857142857143,7,0.1,0.82,/Standard/jeskai-aggro
Izzet Dragons,0.42857142857143,7,0.1,0.82,/Standard/izzet-dragons
Bant Cage,0.28571428571429,7,0.04,0.71,/Standard/bant-cage
Golgari Deathtouch,0.66666666666667,6,0.22,0.96,/Standard/golgari-deathtouch
Boros Discover,0.16666666666667,6,0.0,0.64,/Standard/boros-discover
Mardu Control,0.16666666666667,6,0.0,0.64,/Standard/mardu-control
Jeskai Midrange,0.16666666666667,6,0.0,0.64,/Standard/jeskai-midrange
Abzan Yuna,0.16666666666667,6,0.0,0.64,/Standard/abzan-yuna
Boros Arabella,0.16666666666667,6,0.0,0.64,/Standard/boros-arabella
Mardu Midrange,0.6,5,0.15,0.95,/Standard/mardu-midrange
Mono Green Stompy,0.6,5,0.15,0.95,/Standard/mono-green-stompy
Dimir Elementals,0.2,5,0.01,0.72,/Standard/dimir-elementals
Temur Otters,0.25,4,0.01,0.81,/Standard/temur-otters
Sultai Ramp,0.33333333333333,3,0.01,0.91,/Standard/sultai-ramp
Izzet Artifacts,0.33333333333333,3,0.01,0.91,/Standard/izzet-artifacts
Mono White Aggro,0.66666666666667,3,0.09,0.99,/Standard/mono-white-aggro
Mono Green Ouroboroid,0.5,2,0.01,0.99,/Standard/mono-green-ouroboroid
