archetype,overall_winrate,overall_matches,overall_ci_low,overall_ci_high,url_relative
Sultai Rhythm,0.51219512195122,41,0.35,0.67,/Standard/sultai-rhythm
Orzhov Sacrifice,0.375,40,0.23,0.54,/Standard/orzhov-sacrifice
Golgari Dragons,0.325,40,0.19,0.49,/Standard/golgari-dragons
Mardu Iroh,0.61538461538462,39,0.45,0.77,/Standard/mardu-iroh
Golgari Ramp,0.48648648648649,37,0.32,0.66,/Standard/golgari-ramp
Esper Control,0.36111111111111,36,0.21,0.54,/Standard/esper-control
Temur Battlecrier,0.35294117647059,34,0.2,0.54,/Standard/temur-battlecrier
Goblins,0.5,32,0.32,0.68,/Standard/goblins
Gruul Leyline,0.375,32,0.21,0.56,/Standard/gruul-leyline
Azorius Auras,0.25806451612903,31,0.12,0.45,/Standard/azorius-auras
Sultai Dragons,0.35483870967742,31,0.19,0.55,/Standard/sultai-dragons
Orzhov Pixie,0.26666666666667,30,0.12,0.46,/Standard/orzhov-pixie
Temur Elementals,0.6,30,0.41,0.77,/Standard/temur-elementals
Simic Otters,0.51724137931034,29,0.33,0.71,/Standard/simic-otters
Azorius Pixie,0.35714285714286,28,0.19,0.56,/Standard/azorius-pixie
Gruul Aggro,0.44444444444444,27,0.25,0.65,/Standard/gruul-aggro
Sultai Control,0.51851851851852,27,0.32,0.71,/Standard/sultai-control
Selesnya Counters,0.38461538461538,26,0.2,0.59,/Standard/selesnya-counters
Rakdos Sacrifice,0.24,25,0.09,0.45,/Standard/rakdos-sacrifice
Boros Arabella,0.36,25,0.18,0.57,/Standard/boros-arabella
Boros Midrange,0.41666666666667,24,0.22,0.63,/Standard/boros-midrange
Mono White Aggro,0.43478260869565,23,0.23,0.66,/Standard/mono-white-aggro
Esper Artifacts,0.4,20,0.19,0.64,/Standard/esper-artifacts
Mardu Dragons,0.55,20,0.32,0.77,/Standard/mardu-dragons
Temur Songcrafter,0.36842105263158,19,0.16,0.62,/Standard/temur-songcrafter
4 Color Yuna,0.52631578947368,19,0.29,0.76,/Standard/4-color-yuna
Temur Stormsplitter,0.26315789473684,19,0.09,0.51,/Standard/temur-stormsplitter
Mono White Angels,0.33333333333333,18,0.13,0.59,/Standard/mono-white-angels
Mono Black Skeletons,0.61111111111111,18,0.36,0.83,/Standard/mono-black-skeletons
Jeskai Duplication,0.33333333333333,18,0.13,0.59,/Standard/jeskai-duplication
Jeskai Dragons,0.41176470588235,17,0.18,0.67,/Standard/jeskai-dragons
Esper Midrange,0.47058823529412,17,0.23,0.72,/Standard/esper-midrange
Abzan Yuna,0.35294117647059,17,0.14,0.62,/Standard/abzan-yuna
Naya Yuna,0.35294117647059,17,0.14,0.62,/Standard/naya-yuna
Mono Black Sacrifice,0.64705882352941,17,0.38,0.86,/Standard/mono-black-sacrifice
Golgari Control,0.4375,16,0.2,0.7,/Standard/golgari-control
Grixis Reanimator,0.125,16,0.02,0.38,/Standard/grixis-reanimator
4 Color Reanimator,0.4375,16,0.2,0.7,/Standard/4-color-reanimator
Mono White Auras,0.35714285714286,14,0.13,0.65,/Standard/mono-white-auras
Mardu Sacrifice,0.35714285714286,14,0.13,0.65,/Standard/mardu-sacrifice
Bant Landfall,0.71428571428571,14,0.42,0.92,/Standard/bant-landfall
Rakdos Aggro,0.38461538461538,13,0.14,0.68,/Standard/rakdos-aggro
Grixis Control,0.38461538461538,13,0.14,0.68,/Standard/grixis-control
Abzan Ketramose,0.23076923076923,13,0.05,0.54,/Standard/abzan-ketramose
Abzan Control,0.5,12,0.21,0.79,/Standard/abzan-control
Temur Surprise,0.63636363636364,11,0.31,0.89,/Standard/temur-surprise
Bant Chocobo,0.36363636363636,11,0.11,0.69,/Standard/bant-chocobo
Orzhov Ketramose,0.2,10,0.03,0.56,/Standard/orzhov-ketramose
Mono Blue Flash,0.4,10,0.12,0.74,/Standard/mono-blue-flash
Orzhov Control,0.44444444444444,9,0.14,0.79,/Standard/orzhov-control
Selesnya Aggro,0.33333333333333,9,0.07,0.7,/Standard/selesnya-aggro
Jeskai Aggro,0.55555555555556,9,0.21,0.86,/Standard/jeskai-aggro
Mono Blue Proft,0.55555555555556,9,0.21,0.86,/Standard/mono-blue-proft
Golgari Earthbend,0.55555555555556,9,0.21,0.86,/Standard/golgari-earthbend
Golgari Landfall,0.33333333333333,9,0.07,0.7,/Standard/golgari-landfall
Sultai Graveyard,0.44444444444444,9,0.14,0.79,/Standard/sultai-graveyard
Abzan Roots,0.25,8,0.03,0.65,/Standard/abzan-roots
Esper Oculus,0.5,8,0.16,0.84,/Standard/esper-oculus
Dimir Flash,0.625,8,0.24,0.91,/Standard/dimir-flash
Esper Flyers,0.5,8,0.16,0.84,/Standard/esper-flyers
Dimir Elementals,0.375,8,0.09,0.76,/Standard/dimir-elementals
Gruul Surprise,0.71428571428571,7,0.29,0.96,/Standard/gruul-surprise
Rakdos Lizards,0.42857142857143,7,0.1,0.82,/Standard/rakdos-lizards
Mono Green Stompy,0.14285714285714,7,0.0,0.58,/Standard/mono-green-stompy
Abzan Lifegain,0.42857142857143,7,0.1,0.82,/Standard/abzan-lifegain
Rakdos Demons,0.42857142857143,7,0.1,0.82,/Standard/rakdos-demons
Rakdos Weapons,0.42857142857143,7,0.1,0.82,/Standard/rakdos-weapons
Mono White Pixie,0.42857142857143,7,0.1,0.82,/Standard/mono-white-pixie
Izzet Flash,0.42857142857143,7,0.1,0.82,/Standard/izzet-flash
Temur Ouroboroid,0.42857142857143,7,0.1,0.82,/Standard/temur-ouroboroid
Cats Aggro,0.66666666666667,6,0.22,0.96,/Standard/cats-aggro
Mardu Control,0.5,6,0.12,0.88,/Standard/mardu-control
Grixis Oculus,0.33333333333333,6,0.04,0.78,/Standard/grixis-oculus
Selesnya Kona,0.16666666666667,6,0.0,0.64,/Standard/selesnya-kona
Dimir Conqueror,0.33333333333333,6,0.04,0.78,/Standard/dimir-conqueror
Esper Aggro,0.33333333333333,6,0.04,0.78,/Standard/esper-aggro
Jund Midrange,0.6,5,0.15,0.95,/Standard/jund-midrange
Azorius Tempo,0.2,5,0.01,0.72,/Standard/azorius-tempo
Mono Black Aggro,0.4,5,0.05,0.85,/Standard/mono-black-aggro
Azorius Enchantments,0.2,5,0.01,0.72,/Standard/azorius-enchantments
Golgari Chocobo,0.2,5,0.01,0.72,/Standard/golgari-chocobo
Esper Blink,0.2,5,0.01,0.72,/Standard/esper-blink
Sultai Landfall,0.4,5,0.05,0.85,/Standard/sultai-landfall
Orzhov Artifacts,0.4,5,0.05,0.85,/Standard/orzhov-artifacts
Mardu Midrange,0.25,4,0.01,0.81,/Standard/mardu-midrange
Izzet Aggro,0.25,4,0.01,0.81,/Standard/izzet-aggro
Abzan Counters,0.25,4,0.01,0.81,/Standard/abzan-counters
Mono Black Discard,0.25,4,0.01,0.81,/Standard/mono-black-discard
Mono Black Moonshadow,0.25,4,0.01,0.81,/Standard/mono-black-moonshadow
Mono White Ugin,0.33333333333333,3,0.01,0.91,/Standard/mono-white-ugin
Izzet Dragons,0.66666666666667,3,0.09,0.99,/Standard/izzet-dragons
Simic Cauldron,0.33333333333333,3,0.01,0.91,/Standard/simic-cauldron
4 Color Airbending,0.5,2,0.01,0.99,/Standard/4-color-airbending
