a,b,winrate_a_vs_b,matches,ci_low,ci_high
Izzet Elementals,Rakdos Monument,0.56,25,0.35,0.76
Izzet Elementals,Gruul Landfall,0.48,23,0.27,0.69
Izzet Elementals,Grixis Elementals,0.38,24,0.19,0.59
Izzet Elementals,4 Color Control,0.61,18,0.36,0.83
Izzet Elementals,Azorius Control,0.57,14,0.29,0.82
Izzet Elementals,Dimir Control,0.46,13,0.19,0.75
Izzet Elementals,Izzet Splash,0.62,13,0.32,0.86
Izzet Elementals,4 Color Rhythm,0.86,7,0.42,1.0
Izzet Elementals,Boros Burn,0.6,5,0.15,0.95
Izzet Elementals,Temur Ouroboroid,0.78,9,0.4,0.97
Izzet Elementals,Simic Omniscience,0.42,12,0.15,0.72
Izzet Elementals,Dimir Reanimator,0.5,6,0.12,0.88
Izzet Elementals,Esper Oculus,0.6,5,0.15,0.95
Izzet Elementals,Golgari Ouroboroid,0.67,3,0.09,0.99
Dimir Midrange,Izzet Lessons,0.47,146,0.38,0.55
Dimir Midrange,Mono Green Landfall,0.48,110,0.39,0.58
Dimir Midrange,Dimir Excruciator,0.61,117,0.51,0.7
Dimir Midrange,Izzet Elementals,0.59,93,0.48,0.69
Dimir Midrange,Dimir Midrange,0.5,84,0.39,0.61
Dimir Midrange,Simic Rhythm,0.47,72,0.35,0.59
Dimir Midrange,Azorius Flash,0.62,55,0.48,0.75
Dimir Midrange,Izzet Prowess,0.43,56,0.3,0.57
Dimir Midrange,Boros Dragons,0.35,46,0.21,0.5
Dimir Midrange,Temur Landfall,0.73,40,0.56,0.85
Dimir Midrange,Jeskai Control,0.69,42,0.53,0.82
Dimir Midrange,Mono-Red Aggro,0.34,41,0.2,0.51
Dimir Midrange,Bant Airbending,0.39,28,0.22,0.59
Dimir Midrange,Sultai Reanimator,0.61,23,0.39,0.8
Dimir Midrange,Rakdos Monument,0.55,20,0.32,0.77
Dimir Midrange,Gruul Landfall,0.29,14,0.08,0.58
Dimir Midrange,Grixis Elementals,0.63,16,0.35,0.85
Dimir Midrange,4 Color Control,0.33,12,0.1,0.65
Dimir Midrange,Azorius Control,0.5,14,0.23,0.77
Dimir Midrange,Dimir Control,0.55,11,0.23,0.83
Dimir Midrange,Izzet Splash,0.5,14,0.23,0.77
Dimir Midrange,4 Color Rhythm,0.19,16,0.04,0.46
Dimir Midrange,Boros Burn,1.0,5,0.48,1.0
Dimir Midrange,Temur Ouroboroid,0.38,8,0.09,0.76
Dimir Midrange,Simic Omniscience,0.75,4,0.19,0.99
Dimir Midrange,Dimir Reanimator,0.25,8,0.03,0.65
Dimir Midrange,Esper Oculus,0.75,4,0.19,0.99
Dimir Midrange,Golgari Ouroboroid,0.5,6,0.12,0.88
Simic Rhythm,Izzet Lessons,0.52,163,0.44,0.6
Simic Rhythm,Mono Green Landfall,0.65,136,0.57,0.73
Simic Rhythm,Dimir Excruciator,0.47,94,0.36,0.57
Simic Rhythm,Izzet Elementals,0.26,97,0.17,0.36
Simic Rhythm,Dimir Midrange,0.53,72,0.41,0.65
Simic Rhythm,Simic Rhythm,0.5,82,0.39,0.61
Simic Rhythm,Azorius Flash,0.41,58,0.29,0.55
Simic Rhythm,Izzet Prowess,0.36,58,0.24,0.5
Simic Rhythm,Boros Dragons,0.33,40,0.19,0.49
Simic Rhythm,Temur Landfall,0.38,37,0.22,0.55
Simic Rhythm,Jeskai Control,0.41,27,0.22,0.61
Simic Rhythm,Mono-Red Aggro,0.52,33,0.34,0.69
Simic Rhythm,Bant Airbending,0.31,29,0.15,0.51
Simic Rhythm,Sultai Reanimator,0.71,14,0.42,0.92
Simic Rhythm,Rakdos Monument,0.81,21,0.58,0.95
Simic Rhythm,Gruul Landfall,0.8,10,0.44,0.97
Simic Rhythm,Grixis Elementals,0.4,15,0.16,0.68
Simic Rhythm,4 Color Control,0.4,15,0.16,0.68
Simic Rhythm,Azorius Control,0.53,15,0.27,0.79
Simic Rhythm,Dimir Control,0.54,13,0.25,0.81
Simic Rhythm,Izzet Splash,0.69,16,0.41,0.89
Simic Rhythm,4 Color Rhythm,0.45,11,0.17,0.77
Simic Rhythm,Boros Burn,0.43,7,0.1,0.82
Simic Rhythm,Temur Ouroboroid,0.29,7,0.04,0.71
Simic Rhythm,Simic Omniscience,0.0,2,0.0,0.84
Simic Rhythm,Dimir Reanimator,0.5,2,0.01,0.99
Simic Rhythm,Esper Oculus,0.75,4,0.19,0.99
Simic Rhythm,Golgari Ouroboroid,1.0,5,0.48,1.0
Azorius Flash,Izzet Lessons,0.62,120,0.52,0.7
Azorius Flash,Mono Green Landfall,0.34,102,0.25,0.44
Azorius Flash,Dimir Excruciator,0.52,88,0.41,0.63
Azorius Flash,Izzet Elementals,0.44,71,0.32,0.56
Azorius Flash,Dimir Midrange,0.38,55,0.25,0.52
Azorius Flash,Simic Rhythm,0.59,58,0.45,0.71
Azorius Flash,Azorius Flash,0.5,60,0.37,0.63
Azorius Flash,Izzet Prowess,0.54,46,0.39,0.69
Azorius Flash,Boros Dragons,0.5,38,0.33,0.67
Azorius Flash,Temur Landfall,0.78,36,0.61,0.9
Azorius Flash,Jeskai Control,0.6,42,0.43,0.74
Azorius Flash,Mono-Red Aggro,0.33,24,0.16,0.55
Azorius Flash,Bant Airbending,0.44,32,0.26,0.62
Azorius Flash,Sultai Reanimator,0.37,19,0.16,0.62
Azorius Flash,Rakdos Monument,0.57,14,0.29,0.82
Azorius Flash,Gruul Landfall,0.53,19,0.29,0.76
Azorius Flash,Grixis Elementals,0.71,7,0.29,0.96
Azorius Flash,4 Color Control,0.22,9,0.03,0.6
Azorius Flash,Azorius Control,0.5,16,0.25,0.75
Azorius Flash,Dimir Control,0.69,13,0.39,0.91
Azorius Flash,Izzet Splash,0.56,9,0.21,0.86
Azorius Flash,4 Color Rhythm,0.62,13,0.32,0.86
Azorius Flash,Boros Burn,0.8,5,0.28,0.99
Azorius Flash,Temur Ouroboroid,0.5,8,0.16,0.84
Azorius Flash,Simic Omniscience,1.0,2,0.16,1.0
Azorius Flash,Dimir Reanimator,0.0,1,0.0,0.98
Azorius Flash,Esper Oculus,1.0,2,0.16,1.0
Azorius Flash,Golgari Ouroboroid,0.5,4,0.07,0.93
Izzet Prowess,Izzet Lessons,0.52,85,0.41,0.63
Izzet Prowess,Mono Green Landfall,0.52,101,0.42,0.63
Izzet Prowess,Dimir Excruciator,0.59,66,0.46,0.71
Izzet Prowess,Izzet Elementals,0.45,71,0.33,0.57
Izzet Prowess,Dimir Midrange,0.57,56,0.43,0.7
Izzet Prowess,Simic Rhythm,0.64,58,0.5,0.76
Izzet Prowess,Azorius Flash,0.46,46,0.31,0.61
Izzet Prowess,Izzet Prowess,0.5,74,0.38,0.62
Izzet Prowess,Boros Dragons,0.52,21,0.3,0.74
Izzet Prowess,Temur Landfall,0.5,24,0.29,0.71
Izzet Prowess,Jeskai Control,0.63,16,0.35,0.85
Izzet Prowess,Mono-Red Aggro,0.5,26,0.3,0.7
Izzet Prowess,Bant Airbending,0.7,23,0.47,0.87
Izzet Prowess,Sultai Reanimator,0.68,19,0.43,0.87
Izzet Prowess,Rakdos Monument,0.6,10,0.26,0.88
Izzet Prowess,Gruul Landfall,0.73,11,0.39,0.94
Izzet Prowess,Grixis Elementals,0.62,13,0.32,0.86
Izzet Prowess,4 Color Control,0.64,11,0.31,0.89
Izzet Prowess,Azorius Control,0.8,5,0.28,0.99
Izzet Prowess,Dimir Control,0.73,11,0.39,0.94
Izzet Prowess,Izzet Splash,0.5,6,0.12,0.88
Izzet Prowess,4 Color Rhythm,0.57,7,0.18,0.9
Izzet Prowess,Boros Burn,1.0,2,0.16,1.0
Izzet Prowess,Temur Ouroboroid,0.0,3,0.0,0.71
Izzet Prowess,Simic Omniscience,0.5,4,0.07,0.93
Izzet Prowess,Dimir Reanimator,0.75,4,0.19,0.99
Izzet Prowess,Esper Oculus,0.8,5,0.28,0.99
Izzet Prowess,Golgari Ouroboroid,1.0,3,0.29,1.0
Boros Dragons,Izzet Lessons,0.43,84,0.32,0.54
Boros Dragons,Mono Green Landfall,0.46,69,0.34,0.59
Boros Dragons,Dimir Excruciator,0.41,51,0.28,0.56
Boros Dragons,Izzet Elementals,0.48,58,0.35,0.62
Boros Dragons,Dimir Midrange,0.65,46,0.5,0.79
Boros Dragons,Simic Rhythm,0.68,40,0.51,0.81
Boros Dragons,Azorius Flash,0.5,38,0.33,0.67
Boros Dragons,Izzet Prowess,0.48,21,0.26,0.7
Boros Dragons,Boros Dragons,0.5,30,0.31,0.69
Boros Dragons,Temur Landfall,0.44,25,0.24,0.65
Boros Dragons,Jeskai Control,0.56,18,0.31,0.78
Boros Dragons,Mono-Red Aggro,0.68,22,0.45,0.86
Boros Dragons,Bant Airbending,0.58,19,0.33,0.8
Boros Dragons,Sultai Reanimator,0.6,10,0.26,0.88
Boros Dragons,Rakdos Monument,0.55,11,0.23,0.83
Boros Dragons,Gruul Landfall,0.36,11,0.11,0.69
Boros Dragons,Grixis Elementals,0.63,16,0.35,0.85
Boros Dragons,4 Color Control,0.33,6,0.04,0.78
Boros Dragons,Azorius Control,0.5,4,0.07,0.93
Boros Dragons,Dimir Control,0.2,5,0.01,0.72
Boros Dragons,Izzet Splash,0.38,8,0.09,0.76
Boros Dragons,4 Color Rhythm,0.83,12,0.52,0.98
Boros Dragons,Boros Burn,0.86,7,0.42,1.0
Boros Dragons,Simic Omniscience,0.5,2,0.01,0.99
Boros Dragons,Dimir Reanimator,0.0,2,0.0,0.84
Boros Dragons,Esper Oculus,0.67,3,0.09,0.99
Boros Dragons,Golgari Ouroboroid,0.0,1,0.0,0.98
Temur Landfall,Izzet Lessons,0.58,66,0.45,0.7
Temur Landfall,Mono Green Landfall,0.45,51,0.31,0.6
Temur Landfall,Dimir Excruciator,0.69,48,0.54,0.81
Temur Landfall,Izzet Elementals,0.4,47,0.26,0.56
Temur Landfall,Dimir Midrange,0.28,40,0.15,0.44
Temur Landfall,Simic Rhythm,0.62,37,0.45,0.78
Temur Landfall,Azorius Flash,0.22,36,0.1,0.39
Temur Landfall,Izzet Prowess,0.5,24,0.29,0.71
Temur Landfall,Boros Dragons,0.56,25,0.35,0.76
Temur Landfall,Temur Landfall,0.5,20,0.27,0.73
Temur Landfall,Jeskai Control,0.69,13,0.39,0.91
Temur Landfall,Mono-Red Aggro,0.74,23,0.52,0.9
Temur Landfall,Bant Airbending,0.57,21,0.34,0.78
Temur Landfall,Sultai Reanimator,0.67,9,0.3,0.93
Temur Landfall,Rakdos Monument,0.33,9,0.07,0.7
Temur Landfall,Gruul Landfall,0.71,7,0.29,0.96
Temur Landfall,Grixis Elementals,0.45,11,0.17,0.77
Temur Landfall,4 Color Control,0.6,10,0.26,0.88
Temur Landfall,Azorius Control,0.33,3,0.01,0.91
Temur Landfall,Dimir Control,0.5,2,0.01,0.99
Temur Landfall,Izzet Splash,0.75,4,0.19,0.99
Temur Landfall,4 Color Rhythm,0.6,5,0.15,0.95
Temur Landfall,Boros Burn,0.75,4,0.19,0.99
Temur Landfall,Temur Ouroboroid,0.33,3,0.01,0.91
Temur Landfall,Dimir Reanimator,0.33,3,0.01,0.91
Temur Landfall,Esper Oculus,1.0,1,0.02,1.0
Temur Landfall,Golgari Ouroboroid,0.33,3,0.01,0.91
Jeskai Control,Izzet Lessons,0.24,45,0.13,0.4
Jeskai Control,Mono Green Landfall,0.21,57,0.11,0.34
Jeskai Control,Dimir Excruciator,0.29,41,0.16,0.46
Jeskai Control,Izzet Elementals,0.44,43,0.29,0.6
Jeskai Control,Dimir Midrange,0.31,42,0.18,0.47
Jeskai Control,Simic Rhythm,0.59,27,0.39,0.78
Jeskai Control,Azorius Flash,0.4,42,0.26,0.57
Jeskai Control,Izzet Prowess,0.38,16,0.15,0.65
Jeskai Control,Boros Dragons,0.44,18,0.22,0.69
Jeskai Control,Temur Landfall,0.31,13,0.09,0.61
Jeskai Control,Jeskai Control,0.5,22,0.28,0.72
Jeskai Control,Mono-Red Aggro,0.24,17,0.07,0.5
Jeskai Control,Bant Airbending,0.73,11,0.39,0.94
Jeskai Control,Sultai Reanimator,0.47,17,0.23,0.72
Jeskai Control,Rakdos Monument,0.25,16,0.07,0.52
Jeskai Control,Gruul Landfall,0.17,12,0.02,0.48
Jeskai Control,Grixis Elementals,0.43,7,0.1,0.82
Jeskai Control,4 Color Control,0.2,5,0.01,0.72
Jeskai Control,Azorius Control,0.17,6,0.0,0.64
Jeskai Control,Dimir Control,0.57,7,0.18,0.9
Jeskai Control,Izzet Splash,0.5,6,0.12,0.88
Jeskai Control,4 Color Rhythm,0.75,4,0.19,0.99
Jeskai Control,Boros Burn,0.0,1,0.0,0.98
Jeskai Control,Temur Ouroboroid,0.33,3,0.01,0.91
Jeskai Control,Dimir Reanimator,1.0,1,0.02,1.0
Jeskai Control,Esper Oculus,0.67,9,0.3,0.93
Jeskai Control,Golgari Ouroboroid,1.0,1,0.02,1.0
Mono-Red Aggro,Izzet Lessons,0.56,54,0.41,0.69
Mono-Red Aggro,Mono Green Landfall,0.27,63,0.17,0.4
Mono-Red Aggro,Dimir Excruciator,0.49,35,0.31,0.66
Mono-Red Aggro,Izzet Elementals,0.46,41,0.31,0.63
Mono-Red Aggro,Dimir Midrange,0.66,41,0.49,0.8
Mono-Red Aggro,Simic Rhythm,0.48,33,0.31,0.66
Mono-Red Aggro,Azorius Flash,0.67,24,0.45,0.84
Mono-Red Aggro,Izzet Prowess,0.5,26,0.3,0.7
Mono-Red Aggro,Boros Dragons,0.32,22,0.14,0.55
Mono-Red Aggro,Temur Landfall,0.26,23,0.1,0.48
Mono-Red Aggro,Jeskai Control,0.76,17,0.5,0.93
Mono-Red Aggro,Mono-Red Aggro,0.5,16,0.25,0.75
Mono-Red Aggro,Bant Airbending,0.33,9,0.07,0.7
Mono-Red Aggro,Sultai Reanimator,0.63,8,0.24,0.91
Mono-Red Aggro,Rakdos Monument,0.67,18,0.41,0.87
Mono-Red Aggro,Gruul Landfall,0.4,10,0.12,0.74
Mono-Red Aggro,Grixis Elementals,0.31,13,0.09,0.61
Mono-Red Aggro,4 Color Control,0.75,4,0.19,0.99
Mono-Red Aggro,Azorius Control,1.0,5,0.48,1.0
Mono-Red Aggro,Dimir Control,0.56,9,0.21,0.86
Mono-Red Aggro,Izzet Splash,0.75,4,0.19,0.99
Mono-Red Aggro,4 Color Rhythm,0.33,3,0.01,0.91
Mono-Red Aggro,Boros Burn,1.0,1,0.02,1.0
Mono-Red Aggro,Temur Ouroboroid,0.67,3,0.09,0.99
Mono-Red Aggro,Simic Omniscience,0.63,8,0.24,0.91
Mono-Red Aggro,Dimir Reanimator,0.0,3,0.0,0.71
Mono-Red Aggro,Esper Oculus,0.0,1,0.0,0.98
Mono-Red Aggro,Golgari Ouroboroid,0.0,1,0.0,0.98
Bant Airbending,Izzet Lessons,0.51,39,0.35,0.68
Bant Airbending,Mono Green Landfall,0.58,43,0.42,0.73
Bant Airbending,Dimir Excruciator,0.47,30,0.28,0.66
Bant Airbending,Izzet Elementals,0.41,29,0.24,0.61
Bant Airbending,Dimir Midrange,0.61,28,0.41,0.78
Bant Airbending,Simic Rhythm,0.69,29,0.49,0.85
Bant Airbending,Azorius Flash,0.56,32,0.38,0.74
Bant Airbending,Izzet Prowess,0.3,23,0.13,0.53
Bant Airbending,Boros Dragons,0.42,19,0.2,0.67
Bant Airbending,Temur Landfall,0.43,21,0.22,0.66
Bant Airbending,Jeskai Control,0.27,11,0.06,0.61
Bant Airbending,Mono-Red Aggro,0.67,9,0.3,0.93
Bant Airbending,Bant Airbending,0.5,12,0.21,0.79
Bant Airbending,Sultai Reanimator,0.86,7,0.42,1.0
Bant Airbending,Rakdos Monument,0.55,11,0.23,0.83
Bant Airbending,Gruul Landfall,0.43,7,0.1,0.82
Bant Airbending,Grixis Elementals,0.75,4,0.19,0.99
Bant Airbending,4 Color Control,0.13,8,0.0,0.53
Bant Airbending,Azorius Control,0.25,8,0.03,0.65
Bant Airbending,Dimir Control,0.29,7,0.04,0.71
Bant Airbending,Izzet Splash,0.33,3,0.01,0.91
Bant Airbending,4 Color Rhythm,0.5,4,0.07,0.93
Bant Airbending,Boros Burn,0.67,3,0.09,0.99
Bant Airbending,Temur Ouroboroid,0.75,4,0.19,0.99
Bant Airbending,Simic Omniscience,0.0,2,0.0,0.84
Bant Airbending,Dimir Reanimator,0.67,3,0.09,0.99
Bant Airbending,Esper Oculus,0.0,1,0.0,0.98
Bant Airbending,Golgari Ouroboroid,1.0,2,0.16,1.0
Sultai Reanimator,Izzet Lessons,0.48,29,0.29,0.67
Sultai Reanimator,Mono Green Landfall,0.48,31,0.3,0.67
Sultai Reanimator,Dimir Excruciator,0.19,27,0.06,0.38
Sultai Reanimator,Izzet Elementals,0.67,24,0.45,0.84
Sultai Reanimator,Dimir Midrange,0.39,23,0.2,0.61
Sultai Reanimator,Simic Rhythm,0.29,14,0.08,0.58
Sultai Reanimator,Azorius Flash,0.63,19,0.38,0.84
Sultai Reanimator,Izzet Prowess,0.32,19,0.13,0.57
Sultai Reanimator,Boros Dragons,0.4,10,0.12,0.74
Sultai Reanimator,Temur Landfall,0.33,9,0.07,0.7
Sultai Reanimator,Jeskai Control,0.53,17,0.28,0.77
Sultai Reanimator,Mono-Red Aggro,0.38,8,0.09,0.76
Sultai Reanimator,Bant Airbending,0.14,7,0.0,0.58
Sultai Reanimator,Sultai Reanimator,0.5,12,0.21,0.79
Sultai Reanimator,Rakdos Monument,0.71,7,0.29,0.96
Sultai Reanimator,Gruul Landfall,0.2,10,0.03,0.56
Sultai Reanimator,Grixis Elementals,0.5,4,0.07,0.93
Sultai Reanimator,4 Color Control,0.25,4,0.01,0.81
Sultai Reanimator,Azorius Control,1.0,2,0.16,1.0
Sultai Reanimator,Dimir Control,1.0,1,0.02,1.0
Sultai Reanimator,Izzet Splash,0.33,3,0.01,0.91
Sultai Reanimator,4 Color Rhythm,0.33,3,0.01,0.91
Sultai Reanimator,Boros Burn,0.17,6,0.0,0.64
Sultai Reanimator,Temur Ouroboroid,0.5,2,0.01,0.99
Sultai Reanimator,Simic Omniscience,0.0,1,0.0,0.98
Sultai Reanimator,Dimir Reanimator,0.0,1,0.0,0.98
Sultai Reanimator,Esper Oculus,0.0,1,0.0,0.98
Sultai Reanimator,Golgari Ouroboroid,1.0,1,0.02,1.0
Rakdos Monument,Izzet Lessons,0.32,38,0.18,0.49
Rakdos Monument,Mono Green Landfall,0.41,29,0.24,0.61
Rakdos Monument,Dimir Excruciator,0.44,25,0.24,0.65
Rakdos Monument,Izzet Elementals,0.44,25,0.24,0.65
Rakdos Monument,Dimir Midrange,0.45,20,0.23,0.68
Rakdos Monument,Simic Rhythm,0.19,21,0.05,0.42
Rakdos Monument,Azorius Flash,0.43,14,0.18,0.71
Rakdos Monument,Izzet Prowess,0.4,10,0.12,0.74
Rakdos Monument,Boros Dragons,0.45,11,0.17,0.77
Rakdos Monument,Temur Landfall,0.67,9,0.3,0.93
Rakdos Monument,Jeskai Control,0.75,16,0.48,0.93
Rakdos Monument,Mono-Red Aggro,0.33,18,0.13,0.59
Rakdos Monument,Bant Airbending,0.45,11,0.17,0.77
Rakdos Monument,Sultai Reanimator,0.29,7,0.04,0.71
Rakdos Monument,Rakdos Monument,0.5,4,0.07,0.93
Rakdos Monument,Gruul Landfall,0.33,3,0.01,0.91
Rakdos Monument,Grixis Elementals,0.6,5,0.15,0.95
Rakdos Monument,4 Color Control,1.0,4,0.4,1.0
Rakdos Monument,Azorius Control,0.67,3,0.09,0.99
Rakdos Monument,Dimir Control,0.5,2,0.01,0.99
Rakdos Monument,Izzet Splash,0.5,2,0.01,0.99
Rakdos Monument,4 Color Rhythm,0.17,6,0.0,0.64
Rakdos Monument,Boros Burn,1.0,4,0.4,1.0
Rakdos Monument,Simic Omniscience,1.0,2,0.16,1.0
Rakdos Monument,Dimir Reanimator,1.0,1,0.02,1.0
Rakdos Monument,Esper Oculus,1.0,1,0.02,1.0
Rakdos Monument,Golgari Ouroboroid,0.0,1,0.0,0.98
Gruul Landfall,Izzet Lessons,0.43,37,0.27,0.61
Gruul Landfall,Mono Green Landfall,0.42,26,0.23,0.63
Gruul Landfall,Dimir Excruciator,0.52,27,0.32,0.71
Gruul Landfall,Izzet Elementals,0.52,23,0.31,0.73
Gruul Landfall,Dimir Midrange,0.71,14,0.42,0.92
Gruul Landfall,Simic Rhythm,0.2,10,0.03,0.56
Gruul Landfall,Azorius Flash,0.47,19,0.24,0.71
Gruul Landfall,Izzet Prowess,0.27,11,0.06,0.61
Gruul Landfall,Boros Dragons,0.64,11,0.31,0.89
Gruul Landfall,Temur Landfall,0.29,7,0.04,0.71
Gruul Landfall,Jeskai Control,0.83,12,0.52,0.98
Gruul Landfall,Mono-Red Aggro,0.6,10,0.26,0.88
Gruul Landfall,Bant Airbending,0.57,7,0.18,0.9
Gruul Landfall,Sultai Reanimator,0.8,10,0.44,0.97
Gruul Landfall,Rakdos Monument,0.67,3,0.09,0.99
Gruul Landfall,Grixis Elementals,0.17,6,0.0,0.64
Gruul Landfall,4 Color Control,0.67,3,0.09,0.99
Gruul Landfall,Azorius Control,1.0,2,0.16,1.0
Gruul Landfall,Dimir Control,0.5,2,0.01,0.99
Gruul Landfall,Izzet Splash,1.0,4,0.4,1.0
Gruul Landfall,4 Color Rhythm,0.0,2,0.0,0.84
Gruul Landfall,Boros Burn,0.4,5,0.05,0.85
