archetype,overall_winrate,overall_matches,overall_ci_low,overall_ci_high,url_relative
Selesnya Cage,0.45882352941176,85,0.35,0.57,/Standard/selesnya-cage
Boros Mice,0.46428571428571,84,0.35,0.58,/Standard/boros-mice
Esper Oculus,0.27380952380952,84,0.18,0.38,/Standard/esper-oculus
Golgari Midrange,0.46835443037975,79,0.36,0.58,/Standard/golgari-midrange
Naya Yuna,0.32911392405063,79,0.23,0.44,/Standard/naya-yuna
Azorius Aggro,0.44871794871795,78,0.34,0.57,/Standard/azorius-aggro
Dimir Reanimator,0.46753246753247,77,0.35,0.58,/Standard/dimir-reanimator
Boros Arabella,0.4025974025974,77,0.29,0.52,/Standard/boros-arabella
Bant Rhythm,0.44155844155844,77,0.33,0.56,/Standard/bant-rhythm
Gruul Aggro,0.52702702702703,74,0.41,0.64,/Standard/gruul-aggro
Azorius Flyers,0.44594594594595,74,0.33,0.57,/Standard/azorius-flyers
Esper Control,0.3972602739726,73,0.28,0.52,/Standard/esper-control
Azorius Otters,0.58904109589041,73,0.47,0.7,/Standard/azorius-otters
Goblins,0.37142857142857,70,0.26,0.5,/Standard/goblins
Boros Tokens,0.46376811594203,69,0.34,0.59,/Standard/boros-tokens
Boros Weapons,0.38805970149254,67,0.27,0.51,/Standard/boros-weapons
Sultai Control,0.51515151515152,66,0.39,0.64,/Standard/sultai-control
Sultai Rhythm,0.51515151515152,66,0.39,0.64,/Standard/sultai-rhythm
Grixis Reanimator,0.359375,64,0.24,0.49,/Standard/grixis-reanimator
4 Color Elementals,0.57142857142857,56,0.43,0.7,/Standard/4-color-elementals
Izzet Omniscience,0.40740740740741,54,0.28,0.55,/Standard/izzet-omniscience
Grixis Monument,0.43396226415094,53,0.3,0.58,/Standard/grixis-monument
Gruul Ouroboroid,0.55769230769231,52,0.41,0.7,/Standard/gruul-ouroboroid
Orzhov Ketramose,0.31372549019608,51,0.19,0.46,/Standard/orzhov-ketramose
Azorius Auras,0.3469387755102,49,0.22,0.5,/Standard/azorius-auras
Golgari Graveyard,0.53061224489796,49,0.38,0.67,/Standard/golgari-graveyard
Selesnya Kona,0.33333333333333,48,0.2,0.48,/Standard/selesnya-kona
4 Color Reanimator,0.51063829787234,47,0.36,0.66,/Standard/4-color-reanimator
Rakdos Aggro,0.42222222222222,45,0.28,0.58,/Standard/rakdos-aggro
Temur Elementals,0.62222222222222,45,0.47,0.76,/Standard/temur-elementals
Azorius Pixie,0.3953488372093,43,0.25,0.56,/Standard/azorius-pixie
Esper Midrange,0.45238095238095,42,0.3,0.61,/Standard/esper-midrange
Golgari Ramp,0.4390243902439,41,0.28,0.6,/Standard/golgari-ramp
Mardu Iroh,0.6,40,0.43,0.75,/Standard/mardu-iroh
Golgari Dragons,0.325,40,0.19,0.49,/Standard/golgari-dragons
Mono White Auras,0.48571428571429,35,0.31,0.66,/Standard/mono-white-auras
Rakdos Sacrifice,0.3030303030303,33,0.16,0.49,/Standard/rakdos-sacrifice
Mono White Aggro,0.40625,32,0.24,0.59,/Standard/mono-white-aggro
Boros Midrange,0.41935483870968,31,0.25,0.61,/Standard/boros-midrange
Orzhov Superfriends,0.46666666666667,30,0.28,0.66,/Standard/orzhov-superfriends
Golgari Control,0.3448275862069,29,0.18,0.54,/Standard/golgari-control
Simic Otters,0.51724137931034,29,0.33,0.71,/Standard/simic-otters
Temur Songcrafter,0.40740740740741,27,0.22,0.61,/Standard/temur-songcrafter
Golgari Earthbend,0.59259259259259,27,0.39,0.78,/Standard/golgari-earthbend
Selesnya Counters,0.38461538461538,26,0.2,0.59,/Standard/selesnya-counters
Abzan Yuna,0.34615384615385,26,0.17,0.56,/Standard/abzan-yuna
Selesnya Aggro,0.44,25,0.24,0.65,/Standard/selesnya-aggro
Mono Blue Tempo,0.375,24,0.19,0.59,/Standard/mono-blue-tempo
Esper Artifacts,0.375,24,0.19,0.59,/Standard/esper-artifacts
Mono Green Stompy,0.30434782608696,23,0.13,0.53,/Standard/mono-green-stompy
Mono White Shepherd,0.47826086956522,23,0.27,0.69,/Standard/mono-white-shepherd
Temur Stormsplitter,0.34782608695652,23,0.16,0.57,/Standard/temur-stormsplitter
Mono Black Skeletons,0.5,22,0.28,0.72,/Standard/mono-black-skeletons
Bant Chocobo,0.5,22,0.28,0.72,/Standard/bant-chocobo
4 Color Yuna,0.59090909090909,22,0.36,0.79,/Standard/4-color-yuna
Azorius Merfolks,0.31818181818182,22,0.14,0.55,/Standard/azorius-merfolks
Izzet Aggro,0.57142857142857,21,0.34,0.78,/Standard/izzet-aggro
Mardu Sacrifice,0.23809523809524,21,0.08,0.47,/Standard/mardu-sacrifice
Mardu Dragons,0.55,20,0.32,0.77,/Standard/mardu-dragons
Mono Black Aggro,0.4,20,0.19,0.64,/Standard/mono-black-aggro
Mono Blue Flash,0.36842105263158,19,0.16,0.62,/Standard/mono-blue-flash
Temur Surprise,0.63157894736842,19,0.38,0.84,/Standard/temur-surprise
Mono White Pixie,0.42105263157895,19,0.2,0.67,/Standard/mono-white-pixie
Rakdos Lizards,0.66666666666667,18,0.41,0.87,/Standard/rakdos-lizards
Mono White Angels,0.33333333333333,18,0.13,0.59,/Standard/mono-white-angels
4 Color Weapons,0.27777777777778,18,0.1,0.53,/Standard/4-color-weapons
Jeskai Duplication,0.33333333333333,18,0.13,0.59,/Standard/jeskai-duplication
Jeskai Dragons,0.41176470588235,17,0.18,0.67,/Standard/jeskai-dragons
Mono Black Sacrifice,0.64705882352941,17,0.38,0.86,/Standard/mono-black-sacrifice
Jeskai Aggro,0.5,16,0.25,0.75,/Standard/jeskai-aggro
Abzan Control,0.625,16,0.35,0.85,/Standard/abzan-control
Temur Midrange,0.33333333333333,15,0.12,0.62,/Standard/temur-midrange
4 Color Roots,0.46666666666667,15,0.21,0.73,/Standard/4-color-roots
Dimir Aggro,0.66666666666667,15,0.38,0.88,/Standard/dimir-aggro
Cats Aggro,0.42857142857143,14,0.18,0.71,/Standard/cats-aggro
Orzhov Aggro,0.42857142857143,14,0.18,0.71,/Standard/orzhov-aggro
Bant Landfall,0.71428571428571,14,0.42,0.92,/Standard/bant-landfall
Abzan Roots,0.30769230769231,13,0.09,0.61,/Standard/abzan-roots
Grixis Control,0.38461538461538,13,0.14,0.68,/Standard/grixis-control
Random Encounter,0.23076923076923,13,0.05,0.54,/Standard/random-encounter
Abzan Ketramose,0.23076923076923,13,0.05,0.54,/Standard/abzan-ketramose
Dimir Elementals,0.30769230769231,13,0.09,0.61,/Standard/dimir-elementals
Jeskai Siege,0.69230769230769,13,0.39,0.91,/Standard/jeskai-siege
Orzhov Control,0.5,12,0.21,0.79,/Standard/orzhov-control
Simic Frogs,0.41666666666667,12,0.15,0.72,/Standard/simic-frogs
Mardu Control,0.33333333333333,12,0.1,0.65,/Standard/mardu-control
Jeskai Prowess,0.45454545454545,11,0.17,0.77,/Standard/jeskai-prowess
Izzet Dragons,0.5,10,0.19,0.81,/Standard/izzet-dragons
Mono Black Ugin,0.5,10,0.19,0.81,/Standard/mono-black-ugin
Esper Blink,0.3,10,0.07,0.65,/Standard/esper-blink
Esper Flash,0.3,10,0.07,0.65,/Standard/esper-flash
Mardu Midrange,0.44444444444444,9,0.14,0.79,/Standard/mardu-midrange
Dimir Demons,0.66666666666667,9,0.3,0.93,/Standard/dimir-demons
Golgari Deathtouch,0.44444444444444,9,0.14,0.79,/Standard/golgari-deathtouch
Mono Blue Proft,0.55555555555556,9,0.21,0.86,/Standard/mono-blue-proft
Jeskai Flash,0.55555555555556,9,0.21,0.86,/Standard/jeskai-flash
Simic Cauldron,0.11111111111111,9,0.0,0.48,/Standard/simic-cauldron
Grixis Oculus,0.22222222222222,9,0.03,0.6,/Standard/grixis-oculus
Golgari Landfall,0.33333333333333,9,0.07,0.7,/Standard/golgari-landfall
Izzet Flash,0.33333333333333,9,0.07,0.7,/Standard/izzet-flash
Sultai Graveyard,0.44444444444444,9,0.14,0.79,/Standard/sultai-graveyard
Mono Black Moonshadow,0.11111111111111,9,0.0,0.48,/Standard/mono-black-moonshadow
Selesnya Kithkins,0.55555555555556,9,0.21,0.86,/Standard/selesnya-kithkins
Selesnya Rhythm,0.55555555555556,9,0.21,0.86,/Standard/selesnya-rhythm
Izzet Pirates,0.75,8,0.35,0.97,/Standard/izzet-pirates
Jeskai Oculus,0.25,8,0.03,0.65,/Standard/jeskai-oculus
Temur Cauldron,0.5,8,0.16,0.84,/Standard/temur-cauldron
Rakdos Leyline,0.25,8,0.03,0.65,/Standard/rakdos-leyline
Jund Surprise,0.75,8,0.35,0.97,/Standard/jund-surprise
Dimir Flash,0.625,8,0.24,0.91,/Standard/dimir-flash
Bant Yuna,0.75,8,0.35,0.97,/Standard/bant-yuna
Bant Midrange,0.5,8,0.16,0.84,/Standard/bant-midrange
Sultai Landfall,0.375,8,0.09,0.76,/Standard/sultai-landfall
Esper Flyers,0.5,8,0.16,0.84,/Standard/esper-flyers
5 Color Legends,0.57142857142857,7,0.18,0.9,/Standard/5-color-legends
Dimir Faeries,0.14285714285714,7,0.0,0.58,/Standard/dimir-faeries
Gruul Surprise,0.71428571428571,7,0.29,0.96,/Standard/gruul-surprise
Boros Discover,0.14285714285714,7,0.0,0.58,/Standard/boros-discover
Sultai Mill,0.57142857142857,7,0.18,0.9,/Standard/sultai-mill
Bant Cage,0.28571428571429,7,0.04,0.71,/Standard/bant-cage
Abzan Lifegain,0.42857142857143,7,0.1,0.82,/Standard/abzan-lifegain
Mono Blue Terror,0.57142857142857,7,0.18,0.9,/Standard/mono-blue-terror
Rakdos Demons,0.42857142857143,7,0.1,0.82,/Standard/rakdos-demons
Golgari Kona,0.42857142857143,7,0.1,0.82,/Standard/golgari-kona
Rakdos Weapons,0.42857142857143,7,0.1,0.82,/Standard/rakdos-weapons
Sultai Season,0.85714285714286,7,0.42,1.0,/Standard/sultai-season
Jeskai Midrange,0.16666666666667,6,0.0,0.64,/Standard/jeskai-midrange
Azorius Enchantments,0.16666666666667,6,0.0,0.64,/Standard/azorius-enchantments
Azorius Mill,0.16666666666667,6,0.0,0.64,/Standard/azorius-mill
Simic Landfall,0.16666666666667,6,0.0,0.64,/Standard/simic-landfall
Dimir Conqueror,0.33333333333333,6,0.04,0.78,/Standard/dimir-conqueror
Esper Aggro,0.33333333333333,6,0.04,0.78,/Standard/esper-aggro
Jund Midrange,0.6,5,0.15,0.95,/Standard/jund-midrange
Azorius Tempo,0.2,5,0.01,0.72,/Standard/azorius-tempo
Orzhov Tokens,0.2,5,0.01,0.72,/Standard/orzhov-tokens
Sultai Roots,0.2,5,0.01,0.72,/Standard/sultai-roots
Orzhov Skeletons,0.2,5,0.01,0.72,/Standard/orzhov-skeletons
Golgari Chocobo,0.2,5,0.01,0.72,/Standard/golgari-chocobo
Orzhov Artifacts,0.4,5,0.05,0.85,/Standard/orzhov-artifacts
Abzan Counters,0.25,4,0.01,0.81,/Standard/abzan-counters
Orzhov Auras,0.5,4,0.07,0.93,/Standard/orzhov-auras
Mono Black Discard,0.25,4,0.01,0.81,/Standard/mono-black-discard
Izzet Artifacts,0.25,4,0.01,0.81,/Standard/izzet-artifacts
Selesnya Ugin,0.25,4,0.01,0.81,/Standard/selesnya-ugin
Sultai Ramp,0.33333333333333,3,0.01,0.91,/Standard/sultai-ramp
Temur Ramp,0.33333333333333,3,0.01,0.91,/Standard/temur-ramp
Mono White Ugin,0.33333333333333,3,0.01,0.91,/Standard/mono-white-ugin
Mono White Prison,0.66666666666667,3,0.09,0.99,/Standard/mono-white-prison
Mono Black Reanimator,0.66666666666667,3,0.09,0.99,/Standard/mono-black-reanimator
Mardu Ketramose,0.33333333333333,3,0.01,0.91,/Standard/mardu-ketramose
Azorius Artifacts,0.5,2,0.01,0.99,/Standard/azorius-artifacts
Elves,0.5,2,0.01,0.99,/Standard/elves
Simic Aggro,0.5,2,0.01,0.99,/Standard/simic-aggro
4 Color Airbending,0.5,2,0.01,0.99,/Standard/4-color-airbending
Mono Green Ramp,1.0,1,0.02,1.0,/Standard/mono-green-ramp
Mono White Midrange,1.0,1,0.02,1.0,/Standard/mono-white-midrange
